adulterant,food_category,pair_count,chem_count,cat_count
chicken,Other Beverages,0,14,31
chicken,Fruit Juices and Concentrates,0,14,29
chicken,Animal Feed Products,0,14,27
chicken,Coffee and Tea,0,14,27
chicken,Eggs,0,14,17
chicken,Food Ingredients,0,14,15
chicken,"Other Beverages, Other Foods",0,14,11
chicken,"Meat Products, Produce and Legumes",0,14,9
chicken,"Dairy Products, Other Beverages",0,14,6
chicken,"Dairy Products, Meat Products",0,14,4
chicken,"Dairy Products, Other Foods",0,14,4
chicken,"Oils and Fats, Spices and Extracts",0,14,4
chicken,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,14,1
malachite green,Fish and Seafood Products,9,14,502
malachite green,Dairy Products,5,14,235
malachite green,Meat Products,0,14,322
malachite green,"Grains and Grain Products, Produce and Legumes",0,14,255
malachite green,Spices and Extracts,0,14,134
malachite green,Other Foods,0,14,133
malachite green,Oils and Fats,0,14,120
malachite green,Alcoholic Beverages,0,14,115
malachite green,Honey and Other Natural Sweeteners,0,14,86
malachite green,Grains and Grain Products,0,14,61
malachite green,Produce and Legumes,0,14,41
malachite green,Other Beverages,0,14,31
malachite green,Fruit Juices and Concentrates,0,14,29
malachite green,Animal Feed Products,0,14,27
malachite green,Coffee and Tea,0,14,27
malachite green,Eggs,0,14,17
malachite green,Food Ingredients,0,14,15
malachite green,"Other Beverages, Other Foods",0,14,11
malachite green,"Meat Products, Produce and Legumes",0,14,9
malachite green,"Dairy Products, Other Beverages",0,14,6
malachite green,"Dairy Products, Meat Products",0,14,4
malachite green,"Dairy Products, Other Foods",0,14,4
malachite green,"Oils and Fats, Spices and Extracts",0,14,4
malachite green,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,14,1
formaldehyde,Fish and Seafood Products,7,13,502
formaldehyde,Dairy Products,3,13,235
formaldehyde,Produce and Legumes,2,13,41
formaldehyde,Grains and Grain Products,1,13,61
formaldehyde,Meat Products,0,13,322
formaldehyde,"Grains and Grain Products, Produce and Legumes",0,13,255
formaldehyde,Spices and Extracts,0,13,134
formaldehyde,Other Foods,0,13,133
formaldehyde,Oils and Fats,0,13,120
formaldehyde,Alcoholic Beverages,0,13,115
formaldehyde,Honey and Other Natural Sweeteners,0,13,86
formaldehyde,Other Beverages,0,13,31
formaldehyde,Fruit Juices and Concentrates,0,13,29
formaldehyde,Animal Feed Products,0,13,27
formaldehyde,Coffee and Tea,0,13,27
formaldehyde,Eggs,0,13,17
formaldehyde,Food Ingredients,0,13,15
formaldehyde,"Other Beverages, Other Foods",0,13,11
formaldehyde,"Meat Products, Produce and Legumes",0,13,9
formaldehyde,"Dairy Products, Other Beverages",0,13,6
formaldehyde,"Dairy Products, Meat Products",0,13,4
formaldehyde,"Dairy Products, Other Foods",0,13,4
formaldehyde,"Oils and Fats, Spices and Extracts",0,13,4
formaldehyde,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,13,1
sugar,Dairy Products,5,13,235
sugar,Honey and Other Natural Sweeteners,3,13,86
sugar,Alcoholic Beverages,2,13,115
sugar,Fruit Juices and Concentrates,2,13,29
sugar,Fish and Seafood Products,1,13,502
sugar,Meat Products,0,13,322
sugar,"Grains and Grain Products, Produce and Legumes",0,13,255
sugar,Spices and Extracts,0,13,134
sugar,Other Foods,0,13,133
sugar,Oils and Fats,0,13,120
sugar,Grains and Grain Products,0,13,61
sugar,Produce and Legumes,0,13,41
sugar,Other Beverages,0,13,31
sugar,Animal Feed Products,0,13,27
sugar,Coffee and Tea,0,13,27
sugar,Eggs,0,13,17
sugar,Food Ingredients,0,13,15
sugar,"Other Beverages, Other Foods",0,13,11
sugar,"Meat Products, Produce and Legumes",0,13,9
sugar,"Dairy Products, Other Beverages",0,13,6
sugar,"Dairy Products, Meat Products",0,13,4
sugar,"Dairy Products, Other Foods",0,13,4
sugar,"Oils and Fats, Spices and Extracts",0,13,4
sugar,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,13,1
starch,Dairy Products,7,12,235
starch,Spices and Extracts,3,12,134
starch,Meat Products,1,12,322
starch,Eggs,1,12,17
starch,Fish and Seafood Products,0,12,502
starch,"Grains and Grain Products, Produce and Legumes",0,12,255
starch,Other Foods,0,12,133
starch,Oils and Fats,0,12,120
starch,Alcoholic Beverages,0,12,115
starch,Honey and Other Natural Sweeteners,0,12,86
starch,Grains and Grain Products,0,12,61
starch,Produce and Legumes,0,12,41
starch,Other Beverages,0,12,31
starch,Fruit Juices and Concentrates,0,12,29
starch,Animal Feed Products,0,12,27
starch,Coffee and Tea,0,12,27
starch,Food Ingredients,0,12,15
starch,"Other Beverages, Other Foods",0,12,11
starch,"Meat Products, Produce and Legumes",0,12,9
starch,"Dairy Products, Other Beverages",0,12,6
starch,"Dairy Products, Meat Products",0,12,4
starch,"Dairy Products, Other Foods",0,12,4
starch,"Oils and Fats, Spices and Extracts",0,12,4
starch,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,12,1
diethylhexyl pthalate (DEHP),"Other Beverages, Other Foods",11,11,11
diethylhexyl pthalate (DEHP),Fish and Seafood Products,0,11,502
diethylhexyl pthalate (DEHP),Meat Products,0,11,322
diethylhexyl pthalate (DEHP),"Grains and Grain Products, Produce and Legumes",0,11,255
diethylhexyl pthalate (DEHP),Dairy Products,0,11,235
diethylhexyl pthalate (DEHP),Spices and Extracts,0,11,134
diethylhexyl pthalate (DEHP),Other Foods,0,11,133
diethylhexyl pthalate (DEHP),Oils and Fats,0,11,120
diethylhexyl pthalate (DEHP),Alcoholic Beverages,0,11,115
diethylhexyl pthalate (DEHP),Honey and Other Natural Sweeteners,0,11,86
diethylhexyl pthalate (DEHP),Grains and Grain Products,0,11,61
diethylhexyl pthalate (DEHP),Produce and Legumes,0,11,41
diethylhexyl pthalate (DEHP),Other Beverages,0,11,31
diethylhexyl pthalate (DEHP),Fruit Juices and Concentrates,0,11,29
diethylhexyl pthalate (DEHP),Animal Feed Products,0,11,27
diethylhexyl pthalate (DEHP),Coffee and Tea,0,11,27
diethylhexyl pthalate (DEHP),Eggs,0,11,17
diethylhexyl pthalate (DEHP),Food Ingredients,0,11,15
diethylhexyl pthalate (DEHP),"Meat Products, Produce and Legumes",0,11,9
diethylhexyl pthalate (DEHP),"Dairy Products, Other Beverages",0,11,6
diethylhexyl pthalate (DEHP),"Dairy Products, Meat Products",0,11,4
diethylhexyl pthalate (DEHP),"Dairy Products, Other Foods",0,11,4
diethylhexyl pthalate (DEHP),"Oils and Fats, Spices and Extracts",0,11,4
diethylhexyl pthalate (DEHP),"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,11,1
glucose,Honey and Other Natural Sweeteners,5,11,86
glucose,Dairy Products,3,11,235
glucose,Spices and Extracts,3,11,134
glucose,Fish and Seafood Products,0,11,502
glucose,Meat Products,0,11,322
glucose,"Grains and Grain Products, Produce and Legumes",0,11,255
glucose,Other Foods,0,11,133
glucose,Oils and Fats,0,11,120
glucose,Alcoholic Beverages,0,11,115
glucose,Grains and Grain Products,0,11,61
glucose,Produce and Legumes,0,11,41
glucose,Other Beverages,0,11,31
glucose,Fruit Juices and Concentrates,0,11,29
glucose,Animal Feed Products,0,11,27
glucose,Coffee and Tea,0,11,27
glucose,Eggs,0,11,17
glucose,Food Ingredients,0,11,15
glucose,"Other Beverages, Other Foods",0,11,11
glucose,"Meat Products, Produce and Legumes",0,11,9
glucose,"Dairy Products, Other Beverages",0,11,6
glucose,"Dairy Products, Meat Products",0,11,4
glucose,"Dairy Products, Other Foods",0,11,4
glucose,"Oils and Fats, Spices and Extracts",0,11,4
glucose,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,11,1
aluminum,Other Foods,6,10,133
aluminum,Dairy Products,3,10,235
aluminum,Grains and Grain Products,1,10,61
aluminum,Fish and Seafood Products,0,10,502
aluminum,Meat Products,0,10,322
aluminum,"Grains and Grain Products, Produce and Legumes",0,10,255
aluminum,Spices and Extracts,0,10,134
aluminum,Oils and Fats,0,10,120
aluminum,Alcoholic Beverages,0,10,115
aluminum,Honey and Other Natural Sweeteners,0,10,86
aluminum,Produce and Legumes,0,10,41
aluminum,Other Beverages,0,10,31
aluminum,Fruit Juices and Concentrates,0,10,29
aluminum,Animal Feed Products,0,10,27
aluminum,Coffee and Tea,0,10,27
aluminum,Eggs,0,10,17
aluminum,Food Ingredients,0,10,15
aluminum,"Other Beverages, Other Foods",0,10,11
aluminum,"Meat Products, Produce and Legumes",0,10,9
aluminum,"Dairy Products, Other Beverages",0,10,6
aluminum,"Dairy Products, Meat Products",0,10,4
aluminum,"Dairy Products, Other Foods",0,10,4
aluminum,"Oils and Fats, Spices and Extracts",0,10,4
aluminum,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,10,1
methanol,Alcoholic Beverages,10,10,115
methanol,Fish and Seafood Products,0,10,502
methanol,Meat Products,0,10,322
methanol,"Grains and Grain Products, Produce and Legumes",0,10,255
methanol,Dairy Products,0,10,235
methanol,Spices and Extracts,0,10,134
methanol,Other Foods,0,10,133
methanol,Oils and Fats,0,10,120
methanol,Honey and Other Natural Sweeteners,0,10,86
methanol,Grains and Grain Products,0,10,61
methanol,Produce and Legumes,0,10,41
methanol,Other Beverages,0,10,31
methanol,Fruit Juices and Concentrates,0,10,29
methanol,Animal Feed Products,0,10,27
methanol,Coffee and Tea,0,10,27
methanol,Eggs,0,10,17
methanol,Food Ingredients,0,10,15
methanol,"Other Beverages, Other Foods",0,10,11
methanol,"Meat Products, Produce and Legumes",0,10,9
methanol,"Dairy Products, Other Beverages",0,10,6
methanol,"Dairy Products, Meat Products",0,10,4
methanol,"Dairy Products, Other Foods",0,10,4
methanol,"Oils and Fats, Spices and Extracts",0,10,4
methanol,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,10,1
vegetable oil,Dairy Products,9,10,235
vegetable oil,Oils and Fats,1,10,120
vegetable oil,Fish and Seafood Products,0,10,502
vegetable oil,Meat Products,0,10,322
vegetable oil,"Grains and Grain Products, Produce and Legumes",0,10,255
vegetable oil,Spices and Extracts,0,10,134
vegetable oil,Other Foods,0,10,133
vegetable oil,Alcoholic Beverages,0,10,115
vegetable oil,Honey and Other Natural Sweeteners,0,10,86
vegetable oil,Grains and Grain Products,0,10,61
vegetable oil,Produce and Legumes,0,10,41
vegetable oil,Other Beverages,0,10,31
vegetable oil,Fruit Juices and Concentrates,0,10,29
vegetable oil,Animal Feed Products,0,10,27
vegetable oil,Coffee and Tea,0,10,27
vegetable oil,Eggs,0,10,17
vegetable oil,Food Ingredients,0,10,15
vegetable oil,"Other Beverages, Other Foods",0,10,11
vegetable oil,"Meat Products, Produce and Legumes",0,10,9
vegetable oil,"Dairy Products, Other Beverages",0,10,6
vegetable oil,"Dairy Products, Meat Products",0,10,4
vegetable oil,"Dairy Products, Other Foods",0,10,4
vegetable oil,"Oils and Fats, Spices and Extracts",0,10,4
vegetable oil,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,10,1
Chanodichthys mongolicus,Fish and Seafood Products,9,9,502
Chanodichthys mongolicus,Meat Products,0,9,322
Chanodichthys mongolicus,"Grains and Grain Products, Produce and Legumes",0,9,255
Chanodichthys mongolicus,Dairy Products,0,9,235
Chanodichthys mongolicus,Spices and Extracts,0,9,134
Chanodichthys mongolicus,Other Foods,0,9,133
Chanodichthys mongolicus,Oils and Fats,0,9,120
Chanodichthys mongolicus,Alcoholic Beverages,0,9,115
Chanodichthys mongolicus,Honey and Other Natural Sweeteners,0,9,86
Chanodichthys mongolicus,Grains and Grain Products,0,9,61
Chanodichthys mongolicus,Produce and Legumes,0,9,41
Chanodichthys mongolicus,Other Beverages,0,9,31
Chanodichthys mongolicus,Fruit Juices and Concentrates,0,9,29
Chanodichthys mongolicus,Animal Feed Products,0,9,27
Chanodichthys mongolicus,Coffee and Tea,0,9,27
Chanodichthys mongolicus,Eggs,0,9,17
Chanodichthys mongolicus,Food Ingredients,0,9,15
Chanodichthys mongolicus,"Other Beverages, Other Foods",0,9,11
Chanodichthys mongolicus,"Meat Products, Produce and Legumes",0,9,9
Chanodichthys mongolicus,"Dairy Products, Other Beverages",0,9,6
Chanodichthys mongolicus,"Dairy Products, Meat Products",0,9,4
Chanodichthys mongolicus,"Dairy Products, Other Foods",0,9,4
Chanodichthys mongolicus,"Oils and Fats, Spices and Extracts",0,9,4
Chanodichthys mongolicus,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,9,1
chloramphenicol,Fish and Seafood Products,5,9,502
chloramphenicol,Honey and Other Natural Sweeteners,4,9,86
chloramphenicol,Meat Products,0,9,322
chloramphenicol,"Grains and Grain Products, Produce and Legumes",0,9,255
chloramphenicol,Dairy Products,0,9,235
chloramphenicol,Spices and Extracts,0,9,134
chloramphenicol,Other Foods,0,9,133
chloramphenicol,Oils and Fats,0,9,120
chloramphenicol,Alcoholic Beverages,0,9,115
chloramphenicol,Grains and Grain Products,0,9,61
chloramphenicol,Produce and Legumes,0,9,41
chloramphenicol,Other Beverages,0,9,31
chloramphenicol,Fruit Juices and Concentrates,0,9,29
chloramphenicol,Animal Feed Products,0,9,27
chloramphenicol,Coffee and Tea,0,9,27
chloramphenicol,Eggs,0,9,17
chloramphenicol,Food Ingredients,0,9,15
chloramphenicol,"Other Beverages, Other Foods",0,9,11
chloramphenicol,"Meat Products, Produce and Legumes",0,9,9
chloramphenicol,"Dairy Products, Other Beverages",0,9,6
chloramphenicol,"Dairy Products, Meat Products",0,9,4
chloramphenicol,"Dairy Products, Other Foods",0,9,4
chloramphenicol,"Oils and Fats, Spices and Extracts",0,9,4
chloramphenicol,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,9,1
corn starch,Spices and Extracts,7,9,134
corn starch,Grains and Grain Products,2,9,61
corn starch,Fish and Seafood Products,0,9,502
corn starch,Meat Products,0,9,322
corn starch,"Grains and Grain Products, Produce and Legumes",0,9,255
corn starch,Dairy Products,0,9,235
corn starch,Other Foods,0,9,133
corn starch,Oils and Fats,0,9,120
corn starch,Alcoholic Beverages,0,9,115
corn starch,Honey and Other Natural Sweeteners,0,9,86
corn starch,Produce and Legumes,0,9,41
corn starch,Other Beverages,0,9,31
corn starch,Fruit Juices and Concentrates,0,9,29
corn starch,Animal Feed Products,0,9,27
corn starch,Coffee and Tea,0,9,27
corn starch,Eggs,0,9,17
corn starch,Food Ingredients,0,9,15
corn starch,"Other Beverages, Other Foods",0,9,11
corn starch,"Meat Products, Produce and Legumes",0,9,9
corn starch,"Dairy Products, Other Beverages",0,9,6
corn starch,"Dairy Products, Meat Products",0,9,4
corn starch,"Dairy Products, Other Foods",0,9,4
corn starch,"Oils and Fats, Spices and Extracts",0,9,4
corn starch,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,9,1
Dasyatis bennetti,Fish and Seafood Products,9,9,502
Dasyatis bennetti,Meat Products,0,9,322
Dasyatis bennetti,"Grains and Grain Products, Produce and Legumes",0,9,255
Dasyatis bennetti,Dairy Products,0,9,235
Dasyatis bennetti,Spices and Extracts,0,9,134
Dasyatis bennetti,Other Foods,0,9,133
Dasyatis bennetti,Oils and Fats,0,9,120
Dasyatis bennetti,Alcoholic Beverages,0,9,115
Dasyatis bennetti,Honey and Other Natural Sweeteners,0,9,86
Dasyatis bennetti,Grains and Grain Products,0,9,61
Dasyatis bennetti,Produce and Legumes,0,9,41
Dasyatis bennetti,Other Beverages,0,9,31
Dasyatis bennetti,Fruit Juices and Concentrates,0,9,29
Dasyatis bennetti,Animal Feed Products,0,9,27
Dasyatis bennetti,Coffee and Tea,0,9,27
Dasyatis bennetti,Eggs,0,9,17
Dasyatis bennetti,Food Ingredients,0,9,15
Dasyatis bennetti,"Other Beverages, Other Foods",0,9,11
Dasyatis bennetti,"Meat Products, Produce and Legumes",0,9,9
Dasyatis bennetti,"Dairy Products, Other Beverages",0,9,6
Dasyatis bennetti,"Dairy Products, Meat Products",0,9,4
Dasyatis bennetti,"Dairy Products, Other Foods",0,9,4
Dasyatis bennetti,"Oils and Fats, Spices and Extracts",0,9,4
Dasyatis bennetti,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,9,1
