adulterant,food_category,food_product,method,produced_location,year_begin,year_end
farm-raised shrimps from outside of the USA,Fish and Seafood Products,wild-caught shrimp,Mislabeling,unknown,Unknown,2015
farm-raised shrimps from outside of the USA,Fish and Seafood Products,wild caught shrimp,Substitution,"North America, United States",2013,2014
fennel seeds,Spices and Extracts,cumin seeds,Artificial Enhancement,"Southeast Asia, India",2012,2012
fine plastic crystals,Honey and Other Natural Sweeteners,sugar,Dilution with with a non-food-grade substance,unknown,2014,2014
flavor-enhanced soybean oil,Oils and Fats,peanut oil,Substitution,"East Asia, China",2012,2012
flavors,Dairy Products,pure ghee,Substitution,"Southeast Asia, India",2011,2011
flavors,Dairy Products,mawa,Dilution,"Southeast Asia, India",Unknown,2012
flavourings,Alcoholic Beverages,vodka,Substitution,"Eastern Europe, Russia",2011,2012
flavourings,Alcoholic Beverages,whiskey,Substitution,"Eastern Europe, Russia",2011,2012
flavourings,Alcoholic Beverages,cognac,Substitution,"Eastern Europe, Russia",2011,2012
flavourings,Coffee and Tea,coffee,Substitution,"Southeast Asia, Viet Nam",2010,2012
flour,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2011,2011
flour,Dairy Products,khoya,Artificial Enhancement,"Southeast Asia, India",2011,2011
flour,Dairy Products,mawa,Artificial Enhancement,"Southeast Asia, India",2011,2011
flour,Dairy Products,sweets,Artificial Enhancement,"Southeast Asia, India",2011,2011
flour,Dairy Products,ghee,Artificial Enhancement,"Southeast Asia, India",2011,2011
flunixin,Meat Products,beef,Artificial Enhancement,"North America, United States",2004,2011
food coloring,Dairy Products,mawa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2012,2012
food coloring,Dairy Products,ghee,Dilution with with a non-food-grade substance,"Southeast Asia, India",2012,2012
food coloring,Dairy Products,khoya,Dilution with with a non-food-grade substance,"Southeast Asia, India",2012,2012
foreign farm-raised shrimp,Fish and Seafood Products,Lake Victoria Perch,Transshipment/Origin Masking,"North America, United States",2005,2011
foreign farm-raised shrimp,Fish and Seafood Products,foreign farm-raised shrimp,Transshipment/Origin Masking,"North America, United States",2005,2011
foreign farm-raised shrimp,Fish and Seafood Products,U.S. wild caught shrimp,Transshipment/Origin Masking,"North America, United States",2005,2011
foreign farm-raised shrimp,Fish and Seafood Products,farm-raised Asian catfish,Transshipment/Origin Masking,"North America, United States",2005,2011
formaldehyde,Dairy Products,milk,Dilution,"South America, Brazil",2008,2014
formaldehyde,Fish and Seafood Products,Island mackerel,Artificial Enhancement,"Southeast Asia, Indonesia",2012,2013
formaldehyde,Produce and Legumes,Straw Mushrooms,Artificial Enhancement,"Southeast Asia, Thailand",Unknown,2014
formaldehyde,Fish and Seafood Products,Noodlefish,Artificial Enhancement,"East Asia, China",Unknown,2010
formaldehyde,Produce and Legumes,Termite Mushrooms,Artificial Enhancement,"Southeast Asia, Thailand",Unknown,2014
formaldehyde,Fish and Seafood Products,Bombay Duck Fish,Artificial Enhancement,"East Asia, China",2011,2012
formaldehyde,Fish and Seafood Products,Fish,Artificial Enhancement,"Southeast Asia, Malaysia; Southeast Asia, Pakistan",2011,2012
formaldehyde,Dairy Products,milk,Dilution,"South America, Brazil",2012,2013
formaldehyde,Dairy Products,milk,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
formaldehyde,Fish and Seafood Products,Salted Fish,Artificial Enhancement,"Southeast Asia, Indonesia",2005,2006
formaldehyde,Grains and Grain Products,noodles,Artificial Enhancement,"East Asia, China",Unknown,2013
formaldehyde,Fish and Seafood Products,Whitebaid fish,Artificial Enhancement,"East Asia, China",2007,2008
formaldehyde,Fish and Seafood Products,Salted Fish,Artificial Enhancement,"Southeast Asia, Indonesia",2012,2013
fragrance,Alcoholic Beverages,alcoholic beverages,Substitution,"Southeast Asia, Viet Nam",Unknown,2011
fragrance,Alcoholic Beverages,wine,Substitution,"Southeast Asia, Viet Nam",Unknown,2011
fruit juice,Alcoholic Beverages,wine,Artificial Enhancement,"South America, Chile",Unknown,1990
fungus,Grains and Grain Products,buckwheat flour,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
giraffe,Meat Products,Game Meats,Substitution,"Southern Africa, South Africa",Unknown,2013
glucose,Honey and Other Natural Sweeteners,sorghum syrup,Dilution,"North America, United States",Before 1980,1996
glucose,Spices and Extracts,Black Pepper,Dilution,"Southeast Asia, India",2013,2015
glucose,Dairy Products,milk,Dilution,"Southeast Asia, India",2011,2012
glucose,Spices and Extracts,cumin,Dilution,"Southeast Asia, India",2013,2015
glucose,Dairy Products,milk,Dilution,"Southeast Asia, Pakistan",Unknown,2013
glucose,Spices and Extracts,poppy seeds,Dilution,"Southeast Asia, India",2013,2015
glucose,Honey and Other Natural Sweeteners,molasses,Dilution,"North America, United States",Before 1980,1996
glucose,Honey and Other Natural Sweeteners,maple syrup,Dilution,"North America, United States",Before 1980,1996
glucose,Honey and Other Natural Sweeteners,honey,Dilution,"North America, United States",Before 1980,1996
glucose,Honey and Other Natural Sweeteners,cane syrup,Dilution,"North America, United States",Before 1980,1996
glucose,Dairy Products,milk,Dilution,"Southeast Asia, India",2014,2015
glue,Spices and Extracts,poppy seeds,Dilution,"Southeast Asia, India",2013,2015
glue,Spices and Extracts,cumin,Dilution,"Southeast Asia, India",2013,2015
glue,Spices and Extracts,Black Pepper,Dilution,"Southeast Asia, India",2013,2015
gluten,Meat Products,deli meats,Dilution,"Southern Africa, South Africa",Unknown,2013
gluten,Meat Products,sausage,Dilution,"Southern Africa, South Africa",Unknown,2013
gluten,Meat Products,burger patties,Dilution,"Southern Africa, South Africa",Unknown,2013
gluten,Meat Products,minced meat,Dilution,"Southern Africa, South Africa",Unknown,2013
gluten,Meat Products,dried meat,Dilution,"Southern Africa, South Africa",Unknown,2013
glycerol monocaprylate,Dairy Products,milk,Artificial Enhancement,"Southest Asia, Pakistan",2010,2012
goat,Meat Products,dried meat,Dilution,"Southern Africa, South Africa",Unknown,2013
goat,Meat Products,minced meat,Dilution,"Southern Africa, South Africa",Unknown,2013
goat,Meat Products,sausage,Dilution,"Southern Africa, South Africa",Unknown,2013
goat,Meat Products,burger patties,Dilution,"Southern Africa, South Africa",Unknown,2013
goat,Meat Products,deli meats,Dilution,"Southern Africa, South Africa",Unknown,2013
goat meat,Meat Products,mutton meat,Mislabeling,unknown,Unknown,2015
goat meat,Meat Products,lamb meat,Mislabeling,unknown,Unknown,2015
golden corn flavor,Grains and Grain Products,corn bun dumpling,Substitution,"East Asia, China",Unknown,2011
golden pompano,Fish and Seafood Products,snapper,Substitution,"North America, United States",2006,2012
green colorant,Produce and Legumes,green peas,Artificial Enhancement,"East Asia, China",2010,2010
greenling,Fish and Seafood Products,Chilean sea bass,Substitution,"South America, South Georgia Islands; South America, Chile; South America, Argentina",2010,2011
grit,Grains and Grain Products,buckwheat flour,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
gum,Spices and Extracts,cumin,Dilution,"Southeast Asia, India",2013,2015
gum,Spices and Extracts,poppy seeds,Dilution,"Southeast Asia, India",2013,2015
gum,Spices and Extracts,Black Pepper,Dilution,"Southeast Asia, India",2013,2015
gypsum powder,Eggs,eggs,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2012
hackleback roe,Fish and Seafood Products,sevruga caviar,Transshipment/Origin Masking,"North America, United States; Middle East",1995,1999
hackleback roe,Fish and Seafood Products,beluga caviar,Transshipment/Origin Masking,"North America, United States; Middle East",1995,1999
haddock,Fish and Seafood Products,cod,Substitution,"Western Europe, Denmark",2014,2015
hake,Fish and Seafood Products,grouper,Substitution,"North America, United States",2006,2012
hazardous materials,"Oils and Fats, Spices and Extracts",oil,Artificial Enhancement,"Southeast Asia, India",Unknown,2015
hazardous materials,"Oils and Fats, Spices and Extracts",Spices,Artificial Enhancement,"Southeast Asia, India",Unknown,2015
hexavalent chromium,Dairy Products,milk,Artificial Enhancement,"East Asia, China",2005,2011
high-fructose corn syrup,Alcoholic Beverages,Red Wine,Dilution,"Eastern Europe, Bulgaria; Eastern Europe, Romania; Western Europe, Europe",Unknown,2015
high-fructose corn syrup,Fruit Juices and Concentrates,pomegranate juice,Dilution,"North America, United States",2006,2007
hogget,Meat Products,lamb,Mislabeling,"Oceania, Australia",2007,2008
horse meat,Meat Products,Kangaroo,Dilution,"Oceania, Australia; North America, United States; North America, Canada",Unknown,2015
horse meat,Meat Products,beef,Dilution,"Eastern Europe, Russia",Unknown,2015
horse meat,Meat Products,Bison,Dilution,"Oceania, Australia; North America, United States; North America, Canada",Unknown,2015
horse meat,Meat Products,Black bear,Dilution,"Oceania, Australia; North America, United States; North America, Canada",Unknown,2015
horse meat,Meat Products,lamb,Dilution,"Oceania, Australia; North America, United States; North America, Canada",Unknown,2015
horse meat,Meat Products,Yak,Dilution,"Oceania, Australia; North America, United States; North America, Canada",Unknown,2015
horse meat,Meat Products,pork,Dilution,"Eastern Europe, Russia",Unknown,2015
horse meat,Meat Products,Fresh meat,Dilution,unknown,2014,2015
horse meat,Meat Products,Salami,Dilution,unknown,2014,2015
horse meat,Meat Products,Sausages,Dilution,unknown,2014,2015
horse meat,Meat Products,Meat products,Dilution,United States,Unknown,2015
horse meat,Meat Products,Meat products,Dilution,United States,Unknown,2015
horse meat,Meat Products,sausage,Dilution,"Eastern Europe, Bulgaria",2013,2014
horse meat,Meat Products,Lukanka Chumerna,Dilution,"Eastern Europe, Bulgaria",2013,2014
horse meat,Meat Products,ground beef,Dilution,"Eastern Europe, Poland; Eastern Europe, Romania",2012,2013
husks,Coffee and Tea,coffee beans,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
husks,Coffee and Tea,coffee grounds,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
hydrocarbons,Oils and Fats,butter,Dilution with with a non-food-grade substance,"Western Europe, France; Western Europe, Italy",1997,2000
hydrochloric acid,Alcoholic Beverages,wine,Artificial Enhancement,"Western Europe, Italy",2008,2008
hydrogen peroxide,Dairy Products,milk,Artificial Enhancement,"South America, Brazil",2007,2007
hydrogen peroxide,Fish and Seafood Products,Seafood,Substitution,"Western Europe, Spain; Western Europe, Italy",Unknown,2015
hydrogen peroxide,Dairy Products,milk,Dilution,"Southeast Asia, Pakistan",Unknown,2013
hydrogen peroxide,Dairy Products,milk,Dilution,"South America, Brazil",2014,2014
hydrogen peroxide,Dairy Products,milk,Dilution,"East Africa, Uganda",Unknown,2015
hydrogen peroxide,Dairy Products,milk,Dilution,"South America, Brazil",2008,2014
hydrogen peroxide,Dairy Products,milk,Dilution,"Southeast Asia, India",2011,2012
hydroxymethylfurfural,Honey and Other Natural Sweeteners,honey,Mislabeling,"Eastern Europe, Ukraine",2013,2014
hypochlorite,Dairy Products,milk,Dilution,"Southeast Asia, Pakistan",Unknown,2013
illegal sulphites,Meat Products,Meat products,Dilution,Western Europe,2014,2015
illegal sulphites,Meat Products,Fresh meat product,Dilution,Western Europe,2014,2015
imitation carbonated beverage,Other Beverages,Coca-Cola,Counterfeit,"North America, United States",1996,1997
imitation cheese products,Dairy Products,romano cheese,Mislabeling,"North America, United States",2012,2012
imitation cheese products,Dairy Products,parmesan cheese,Mislabeling,"North America, United States",2012,2012
imitation crab,Fish and Seafood Products,lobster,Substitution,"North America, United States",2006,2012
imitation crab,Fish and Seafood Products,crab,Substitution,"North America, United States",2006,2012
imitation crab,Fish and Seafood Products,Crab & Artichoke Spread,Mislabeling,"North America, United States",Unknown,2013
imitation scallops,Fish and Seafood Products,scallops,Substitution,"North America, United States",2006,2012
imitation shark fin,Fish and Seafood Products,shark fin,Substitution,"North America, United States",2006,2012
imported sugar,Honey and Other Natural Sweeteners,domestic beet sugar,Transshipment/Origin Masking,Eastern Europe,2001,2003
impure water,Dairy Products,milk,Dilution,"Southeast Asia, India",2014,2015
industrial alcohol,Alcoholic Beverages,alcoholic beverages,Substitution,"Southeast Asia, Viet Nam",Unknown,2011
industrial alcohol,Alcoholic Beverages,wine,Substitution,"Southeast Asia, Viet Nam",Unknown,2011
industrial salts,Meat Products,beef,Substitution,"East Asia, China",Unknown,2013
industrial solvents,Alcoholic Beverages,vodka,Counterfeit,"Western Europe, United Kingdom",2014,2015
industrial synthetic resins,Grains and Grain Products,rice,Substitution,"East Asia, China",2011,2011
insects,Grains and Grain Products,buckwheat flour,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
insufficient alcohol levels,Alcoholic Beverages,vodka,Dilution with with a non-food-grade substance,unknown,2011,2012
insufficient weight,Spices and Extracts,Black Pepper,Dilution,"Eastern Europe, Ukraine",Unknown,2015
invert sugar,Honey and Other Natural Sweeteners,cane syrup,Dilution,"North America, United States",Before 1980,1996
invert sugar,Honey and Other Natural Sweeteners,maple syrup,Dilution,"North America, United States",Before 1980,1996
invert sugar,Honey and Other Natural Sweeteners,molasses,Dilution,"North America, United States",Before 1980,1996
invert sugar,Honey and Other Natural Sweeteners,sorghum syrup,Dilution,"North America, United States",Before 1980,1996
invert sugar,Honey and Other Natural Sweeteners,honey,Dilution,"North America, United States",Before 1980,1996
iodine,Other Beverages,soy milk,Intentional Distribution of Contaminated Product,"Oceania, Australia",2003,2013
isopropanol,Alcoholic Beverages,vodka,Counterfeit,"Western Europe, United Kingdom",2014,2015
isopropanol,Alcoholic Beverages,Smirnoff Red Label vodka,Counterfeit,"Western Europe, United Kingdom",2014,2015
isopropanol,Alcoholic Beverages,vodka,Dilution with with a non-food-grade substance,unknown,2011,2012
isopropyl,Alcoholic Beverages,vodka,Dilution with with a non-food-grade substance,"Western Europe, United Kingdom",2011,2011
jellyfish,Fish and Seafood Products,shark fin,Substitution,"North America, United States",2006,2012
kangaroo,Meat Products,Game Meats,Substitution,"Southern Africa, South Africa",Unknown,2013
kangaroo meat,Meat Products,sheep heart,Mislabeling,"Southern Africa, South Africa",Unknown,2011
kangaroo meat,Meat Products,beef,Mislabeling,"Southern Africa, South Africa",Unknown,2011
kangaroo meat,Meat Products,veal heart,Mislabeling,"Southern Africa, South Africa",Unknown,2011
kangaroo meat,Meat Products,chicken,Mislabeling,"Southern Africa, South Africa",Unknown,2011
kangaroo meat,Meat Products,beef heart,Mislabeling,"Southern Africa, South Africa",Unknown,2011
kangaroo meat,Meat Products,broiler turkeys,Mislabeling,"Southern Africa, South Africa",Unknown,2011
lamb,Meat Products,Game Meats,Substitution,"Southern Africa, South Africa",Unknown,2013
lamb,Meat Products,beef,Dilution,"Eastern Europe, Russia",Unknown,2015
lamb,Meat Products,ground sirloin,Dilution,"North America, United States",1991,1994
lamb,Meat Products,Ground chuck,Dilution,"North America, United States",1991,1994
lamb,Meat Products,ground beef,Dilution,"North America, United States",1991,1994
lamb,Meat Products,pork,Dilution,"Eastern Europe, Russia",Unknown,2015
lamb,Meat Products,ground beef,Dilution,"North America, United States",1989,1993
lamb,Meat Products,ground beef,Dilution,"North America, United States",Unknown,1994
lamb meat,Animal Feed Products,pet food,Mislabeling,unknown,Unknown,2014
lamp oil,Oils and Fats,"""extra virgin"" olive oil from Baux-en-Provence",Mislabeling,"Western Europe, Spain",Unknown,2005
lampante oil,Oils and Fats,Edible Olive Oil,Substitution with a non-food-grade substance,"Middle East, Israel",2012,2012
lane snapper,Fish and Seafood Products,red snapper,Substitution,"North America, United States",2006,2012
lasalocid sodium,Animal Feed Products,soy oil,Mislabeling,"North America, United States",2014,2015
lascadoil,Animal Feed Products,soy oil,Mislabeling,"North America, United States",2014,2015
lead chromate,Spices and Extracts,turmeric,Artificial Enhancement,"Southeast Asia, India",2015,2015
lead chromate,Spices and Extracts,Turmeric Powder,Artificial Enhancement,"Southeast Asia, Bangladesh",2013,2013
lead chromate,Spices and Extracts,turmeric,Artificial Enhancement,"Southeast Asia, India",Unknown,2010
lead chromate,Produce and Legumes,watermelon,Artificial Enhancement,"Southeast Asia, India",Unknown,2012
lead oxide,Spices and Extracts,paprika,Artificial Enhancement,"Eastern Europe, Hungary",1994,1994
leather-hydrolyzed protein,Dairy Products,milk,Artificial Enhancement,"East Asia, China",2005,2011
lemon oil,Oils and Fats,Bergamot,Dilution,"Western Europe, Italy",Unknown,2013
lemon oil,Oils and Fats,Bergamot Oil,Dilution,"Western Europe, Italy",Unknown,2013
lemon yellow 60 (Tartrazine),Grains and Grain Products,corn bun dumpling,Substitution,"East Asia, China",Unknown,2011
liquid sugar candy,Honey and Other Natural Sweeteners,honey,Dilution,"Southeast Asia, India",Unknown,2015
low grade cooking oil,Oils and Fats,Chili Oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
low grade cooking oil,Oils and Fats,olive oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
low grade cooking oil,Oils and Fats,peanut oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
low grade ground beef,Meat Products,Ground chuck,Dilution,"North America, United States",1991,1994
low grade ground beef,Meat Products,ground sirloin,Dilution,"North America, United States",1991,1994
low grade ground beef,Meat Products,ground beef,Dilution,"North America, United States",1991,1994
low quality quality local wine,Alcoholic Beverages,wine,Counterfeit,"Western Europe, Italy",Unknown,2014
lower cost meats,Meat Products,Meat products,Dilution,United States,Unknown,2015
lower cost meats,Meat Products,Meat products,Dilution,United States,Unknown,2015
lower quality oils,Oils and Fats,extra virgin olive oil,Mislabeling,"Western Europe, Italy",Unknown,1995
lye,Alcoholic Beverages,Moonshine,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2015
lye,Alcoholic Beverages,bootleg liquor,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2015
mackerel,Fish and Seafood Products,Chilean sea bass,Substitution,"South America, South Georgia Islands; South America, Chile; South America, Argentina",2010,2011
mahi,Fish and Seafood Products,grouper,Substitution,"North America, United States",2006,2012
maize,Coffee and Tea,coffee beans,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
maize,Coffee and Tea,coffee grounds,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
malachite green,Dairy Products,mawa,Artificial Enhancement,"Southeast Asia, India",2011,2011
malachite green,Fish and Seafood Products,U.S. wild caught shrimp,Transshipment/Origin Masking,"North America, United States",2005,2011
malachite green,Fish and Seafood Products,Lake Victoria Perch,Transshipment/Origin Masking,"North America, United States",2005,2011
malachite green,Fish and Seafood Products,foreign farm-raised shrimp,Transshipment/Origin Masking,"North America, United States",2005,2011
malachite green,Fish and Seafood Products,farm-raised Asian catfish,Transshipment/Origin Masking,"North America, United States",2005,2011
malachite green,Dairy Products,ghee,Artificial Enhancement,"Southeast Asia, India",2011,2011
malachite green,Dairy Products,khoya,Artificial Enhancement,"Southeast Asia, India",2011,2011
malachite green,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2011,2011
malachite green,Dairy Products,sweets,Artificial Enhancement,"Southeast Asia, India",2011,2011
malachite green,Fish and Seafood Products,grass carp,Artificial Enhancement,"East Asia, China",2004,2007
malachite green,Fish and Seafood Products,snakehead fish,Artificial Enhancement,"East Asia, China",2004,2007
malachite green,Fish and Seafood Products,milk fish,Artificial Enhancement,"East Asia, China",2004,2007
malachite green,Fish and Seafood Products,mandarin carp,Artificial Enhancement,"East Asia, China",2004,2007
malachite green,Fish and Seafood Products,eel California perch,Artificial Enhancement,"East Asia, China",2004,2007
maple flavoring,Honey and Other Natural Sweeteners,maple syrup,Substitution,"North America, United States",Unknown,2009
meat processing waste,Oils and Fats,cooking oil,Substitution with a non-food-grade substance,"East Asia, China",2011,2012
melamine,Dairy Products,milk,Artificial Enhancement,"East Asia, China",Unknown,2011
melamine,Animal Feed Products,corn gluten,Dilution with with a non-food-grade substance,"East Asia, China",2006,2007
melamine,Animal Feed Products,rice proteins,Dilution with with a non-food-grade substance,"East Asia, China",2006,2007
melamine,Dairy Products,milk-based candy,Artificial Enhancement,"East Asia, China",Unknown,2014
melamine,Dairy Products,milk,Artificial Enhancement,"East Asia, China",2007,2008
melamine,Fish and Seafood Products,Binding Agent,Artificial Enhancement,"North America, United States",2006,2007
melamine,Animal Feed Products,wheat gluten,Dilution with with a non-food-grade substance,"East Asia, China",2006,2007
melamine analogues,Animal Feed Products,rice proteins,Dilution with with a non-food-grade substance,"East Asia, China",2006,2007
melamine analogues,Animal Feed Products,wheat gluten,Dilution with with a non-food-grade substance,"East Asia, China",2006,2007
melamine analogues,Animal Feed Products,corn gluten,Dilution with with a non-food-grade substance,"East Asia, China",2006,2007
metanil yellow,Produce and Legumes,watermelon,Artificial Enhancement,"Southeast Asia, India",Unknown,2012
metanil yellow,Dairy Products,ghee,Artificial Enhancement,"Southeast Asia, India",2011,2011
metanil yellow,Dairy Products,mawa,Artificial Enhancement,"Southeast Asia, India",2011,2011
metanil yellow,Dairy Products,khoya,Artificial Enhancement,"Southeast Asia, India",2011,2011
metanil yellow,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2011,2011
metanil yellow,Dairy Products,sweets,Artificial Enhancement,"Southeast Asia, India",2011,2011
methanol,Alcoholic Beverages,wine,Dilution with with a non-food-grade substance,"Western Europe, Italy",1995,1996
methanol,Alcoholic Beverages,bootleg liquor,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2015
methanol,Alcoholic Beverages,Moonshine,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2015
methanol,Alcoholic Beverages,vodka,Counterfeit,unknown,2014,2014
methanol,Alcoholic Beverages,vodka,Dilution with with a non-food-grade substance,"Western Europe, United Kingdom",2011,2011
methanol,Alcoholic Beverages,alcohol,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
methanol,Alcoholic Beverages,Bulgarian raki,Substitution with a non-food-grade substance,unknown,2015,2015
methanol,Alcoholic Beverages,vodka,Dilution with with a non-food-grade substance,"Western Europe, United Kingdom",2008,2008
methanol,Alcoholic Beverages,vodka,Dilution with with a non-food-grade substance,"Western Europe, United Kingdom",2011,2011
methanol,Alcoholic Beverages,bootleg liquor,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2012
methyl alcohol,Alcoholic Beverages,sugarcane-based alcohol,Dilution with with a non-food-grade substance,"Southeast Asia, India",2008,2011
methyl alcohol,Alcoholic Beverages,liquor,Dilution with with a non-food-grade substance,"South America, Venezuela; South America, Colombia",2013,2013
methyl alcohol,Alcoholic Beverages,bootleg alcohol,Dilution with with a non-food-grade substance,"Southeast Asia, India",2012,2012
methyl alcohol,Alcoholic Beverages,cherry brandy,Dilution with with a non-food-grade substance,"Eastern Europe, Czech Republic",2012,2012
methyl alcohol,Alcoholic Beverages,liquor,Dilution with with a non-food-grade substance,"Eastern Europe, Czech Republic",2012,2012
methyl alcohol,Alcoholic Beverages,raki,Counterfeit,"Middle East, Turkey",Unknown,2005
milk low on fat and 'solids not fat' content,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2013,2013
milk powder,Dairy Products,mawa,Dilution,"Southeast Asia, India",Unknown,2012
milk powders,Dairy Products,milk,Dilution,"Southeast Asia, India",2014,2015
milk proteins,Meat Products,Fresh meat product,Dilution,Western Europe,2014,2015
milk proteins,Meat Products,Meat products,Dilution,Western Europe,2014,2015
mineral oil,Oils and Fats,sunflower oil,Dilution with with a non-food-grade substance,"Eastern Europe, Ukraine",2008,2008
mineral oil,Oils and Fats,Coconut oil,Dilution,"Southeast Asia, India",2014,2015
mineral oil,Spices and Extracts,Black Pepper,Artificial Enhancement,"Southeast Asia, India",Unknown,2013
mineral oils,Spices and Extracts,Black Pepper,Artificial Enhancement,"Southeast Asia, India",Unknown,2014
misbranded beverages,"Dairy Products, Other Beverages",soft drinks,Mislabeling,"Southeast Asia, India",Unknown,2013
misbranded beverages,"Dairy Products, Other Beverages",Buttermilk,Mislabeling,"Southeast Asia, India",Unknown,2013
misbranded beverages,"Dairy Products, Other Beverages",water,Mislabeling,"Southeast Asia, India",Unknown,2013
misbranded chicken,Meat Products,chicken,Mislabeling,"North America, United States",2014,2015
misbranded chicken,Meat Products,pork,Mislabeling,"North America, United States",2014,2015
misbranded chicken,Meat Products,beef,Mislabeling,"North America, United States",2014,2015
mislabeled Circassian cheese,Dairy Products,Circassian cheese,Mislabeling,"Eastern Europe, Russia",Unknown,2014
mislabeled Halal product,Meat Products,Halal meat,Mislabeling,"Western Europe, Ireland",Unknown,2015
mislabeled Halal product,Meat Products,Beef products,Mislabeling,"Western Europe, Ireland",Unknown,2015
mislabeled beef products,Meat Products,Halal meat,Mislabeling,"Western Europe, Ireland",Unknown,2015
mislabeled beef products,Meat Products,Beef products,Mislabeling,"Western Europe, Ireland",Unknown,2015
mislabeled extra virgin olive oil,Oils and Fats,extra virgin olive oil,Mislabeling,"Western Europe, Italy",Unknown,1995
mislabeled fresh meat product,Meat Products,Fresh meat product,Mislabeling,"Eastern Europe, Russia",Unknown,2015
mislabeled halal beef,Meat Products,Halal beef,Mislabeling,"North America, United States",2007,2010
mislabeled ham,Meat Products,Italian ham,Counterfeit,"Eastern Europe, Poland; Western Europe, Italy",Unknown,2015
mislabeled meat,Meat Products,beef,Intentional Distribution of Contaminated Product,"Southeast Asia, India; South America, Brazil",Unknown,2015
mislabeled meat,Meat Products,chicken wings,Intentional Distribution of Contaminated Product,"Southeast Asia, India; South America, Brazil",Unknown,2015
mislabeled meat,Meat Products,pork,Intentional Distribution of Contaminated Product,"Southeast Asia, India; South America, Brazil",Unknown,2015
mislabeled milk,Dairy Products,milk,Dilution,"Southeast Asia, India",2014,2015
mislabeled milk,Dairy Products,Branded milk,Counterfeit,"Southeast Asia, India",Unknown,2015
mislabeled pre-packaged foods,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",Multiple,Mislabeling,"North America, United States",2014,2015
mislabeled product marked as USDA certified ground beef,Meat Products,Deer sticks,Substitution,"North America, United States",2012,2013
mislabeled product marked as USDA certified ground beef,Meat Products,bacon,Substitution,"North America, United States",2012,2013
mislabeled product marked as USDA certified ground beef,Meat Products,uncooked deer meat,Substitution,"North America, United States",2012,2013
mislabeled product marked as USDA certified ground beef,Meat Products,deer bologna,Substitution,"North America, United States",2012,2013
mislabeled product marked as USDA certified ground beef,Meat Products,deer sausages,Substitution,"North America, United States",2012,2013
mislabeled product marked as USDA certified ground beef,Meat Products,Beef jerky,Substitution,"North America, United States",2012,2013
mislabeled sunflower oil,Oils and Fats,sunflower oil,Mislabeling,"Eastern Europe, Russia",Unknown,2014
mislabeled sunflower oil,Oils and Fats,sunflower,Mislabeling,"Eastern Europe, Russia",Unknown,2014
mixing palm oil,Dairy Products,ghee,Counterfeit,"Southeast Asia, India",Unknown,2013
molasses,Honey and Other Natural Sweeteners,sorghum syrup,Dilution,"North America, United States",Before 1980,1996
molasses,Honey and Other Natural Sweeteners,cane syrup,Dilution,"North America, United States",Before 1980,1996
molasses,Alcoholic Beverages,alcoholic beverages,Dilution with with a non-food-grade substance,"East Africa, Kenya",Unknown,2012
molasses,Honey and Other Natural Sweeteners,honey,Dilution,"North America, United States",Before 1980,1996
molasses,Honey and Other Natural Sweeteners,maple syrup,Dilution,"North America, United States",Before 1980,1996
molasses,Honey and Other Natural Sweeteners,molasses,Dilution,"North America, United States",Before 1980,1996
mold,Produce and Legumes,tomatoes,Intentional Distribution of Contaminated Product,"North America, United States",2004,2010
mold,Produce and Legumes,tomato paste,Intentional Distribution of Contaminated Product,"North America, United States",2004,2010
mold,Produce and Legumes,tomato puree,Intentional Distribution of Contaminated Product,"North America, United States",2004,2010
mutton,Meat Products,lamb,Mislabeling,"Oceania, Australia",2007,2008
mutton snapper,Fish and Seafood Products,red snapper,Substitution,"North America, United States",2006,2012
myrtle leaves,Spices and Extracts,Dried oregano,Dilution,unknown,Unknown,2015
