adulterant,food_category,food_product,method,produced_location,year_begin,year_end
natamycin,Fruit Juices and Concentrates,orange juice from concentrate,Dilution with with a non-food-grade substance,"North America, United States",Before 1980,1991
nitrofuran,Meat Products,chicken,Artificial Enhancement,"Western Europe, United Kingdom",2004,2004
non Zamzam water,Other Beverages,Bottled Zam Zam Water,Counterfeit,"Middle East, Saudi Arabia",2014,2014
non-Italian oils,Oils and Fats,Italian olive oil,Transshipment/Origin Masking,"Middle East, Turkey; Middle East, Syrian Arab Republic; North Africa, Morocco; North Africa, Tunisia",Unknown,2015
non-Italian oils,Oils and Fats,Italian olive oil,Transshipment/Origin Masking,"Middle East, Turkey; North Africa, Tunisia; North Africa, Morocco; Middle East, Syrian Arab Republic",Unknown,2015
non-Kona coffee beans,Coffee and Tea,Kona coffee beans,Mislabeling,"North America, United States; Central America and the Caribbean, Panama; Central America and the Caribbean",1987,1995
non-Spanish saffron,Spices and Extracts,Spanish saffron,Transshipment/Origin Masking,"Middle East, Iran; Western Europe, Greece; North Africa, Morocco",2010,2010
non-Wuchang rice,Grains and Grain Products,rice,Dilution,"East Asia, China",2009,2010
non-edible ghee,Dairy Products,ghee,Mislabeling,"Southeast Asia, India",2014,2014
non-food grade milk powder,Dairy Products,skimmed milk powder,Mislabeling,"Southern Africa, South Africa",Unknown,2011
non-free range eggs,Eggs,free range eggs,Mislabeling,"Western Europe, United Kingdom",2006,2006
non-free range eggs,Eggs,free range eggs,Mislabeling,"Oceania, Australia",2006,2010
non-free range eggs,Eggs,free range eggs,Mislabeling,"Western Europe, United Kingdom",Unknown,2013
non-free range eggs,Eggs,eggs,Mislabeling,"Western Europe, Germany",Unknown,2013
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic sorghum,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic alfalfa,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic barley,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic corn,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic field beans,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic field peas,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic fruits,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic linseed,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic millet,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic oats,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic potatoes,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic rapeseed,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic soybeans,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic sunflower,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic vegetables,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic wheat,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic alfalfa,"Grains and Grain Products, Produce and Legumes",organic wheat,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic sunflower,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic alfalfa,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic barley,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic corn,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic field beans,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic field peas,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic fruits,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic linseed,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic millet,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic oats,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic potatoes,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic rapeseed,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic sorghum,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic soybeans,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic wheat,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic wheat,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic barley,"Grains and Grain Products, Produce and Legumes",organic vegetables,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic alfalfa,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic sunflower,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic wheat,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic wheat,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic vegetables,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic soybeans,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic sorghum,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic rapeseed,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic potatoes,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic oats,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic millet,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic linseed,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic fruits,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic field peas,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic field beans,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic corn,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic corn,"Grains and Grain Products, Produce and Legumes",organic barley,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic eggs,Eggs,eggs,Mislabeling,"Western Europe, Germany",Unknown,2013
non-organic field beans,"Grains and Grain Products, Produce and Legumes",organic vegetables,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic field beans,"Grains and Grain Products, Produce and Legumes",organic wheat,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic field beans,"Grains and Grain Products, Produce and Legumes",organic wheat,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic field beans,"Grains and Grain Products, Produce and Legumes",organic sunflower,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic field beans,"Grains and Grain Products, Produce and Legumes",organic soybeans,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic field beans,"Grains and Grain Products, Produce and Legumes",organic sorghum,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic field beans,"Grains and Grain Products, Produce and Legumes",organic rapeseed,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic field beans,"Grains and Grain Products, Produce and Legumes",organic potatoes,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
non-organic field beans,"Grains and Grain Products, Produce and Legumes",organic oats,Mislabeling,"Western Europe, Italy; Western Europe, Switzerland; Eastern Europe, Romania; Eastern Europe, Moldova",2007,2011
