product,count
pasteurized crab meat (cancer pagurus),1
pasteurised peppers in glass jars,1
pastet pepper,1
pasta with spices,1
pasta with garlic and chilli,1
peroxide value (between 0.4 and 0.55 meq/kg) too high for frozen butter,1
pharma glycerine,1
pig meat,1
piccantina (spice mixture),1
pig fat,1
pickled-cured shrimps (pandalus borealis),1
"pickled, salted and preserved vegetables",1
pickled sour mustard,1
pickled sliced pink ginger,1
pickled sliced ginger,1
pickled pink ginger,1
pickled olives,1
pickled mustard and vegetables,1
pickled mushrooms,1
pickled mixture of vegetables and pickled garlic,1
pickled lotus rootlet in brine,1
pickled lime,1
pickled horseradish,1
pickled garlic and pickled eggplant,1
pickled cucumber and aubergine,1
pickled chopped mushrooms,1
pickled chopped cabbage (sauerkraut),1
pickled cabbage with bamboo shoots,1
pickled bamboo shoots,1
pickle vegetable,1
pickle mix,1
pickeled cabbage,1
octopus in vegetable oil - canned,1
octopus in hot sauce,1
migration of chromium (10-30 mg/dmå_),1
migration of lead (6.9 mg/l),1
migration of lead (520 + 60 + 2000 + 170 mg/l),1
migration of lead (5.80; 4.31; 6.36 mg/dmå_),1
migration of lead (5.7; 10.9; 25.1 mg/dmå_),1
migration of lead (5.7 mg/dmå_) and of cobalt (0.5 mg/dmå_),1
migration of lead (5.4 åµg/dmå_),1
migration of lead (4.9; 7.1; 6.3; 4.3 mg/l),1
migration of lead (4.4-9.6 mg/dmå_),1
migration of lead (4 mg/dmå_),1
migration of lead (3.1-3.7 mg/dmå_),1
migration of lead (28.5 mg/dmå_),1
migration of lead (24 mg/l),1
migration of lead (21.3 mg/kg - ppm),1
migration of lead (2.287; 2.383; 0.512; 0.509; 0.608; 0.244 mg/dmå_),1
migration of lead (2.234 mg/dmå_),1
migration of lead (2.19; 2.75; 2.55 mg/l),1
"migration of lead (2,497 mg/l) and of nickel (28,0 mg/l)",1
migration of lead (190.6 mg/l),1
migration of lead (17.5-28.7; 8.1-14.6; 7-10 mg/dmå_),1
migration of lead (15.6 mg/l),1
migration of lead (13.6; 1.42; 2.63; 6.25; 9.83; 4.07 mg/l),1
migration of lead (11.243 mg/l; 1.5mg/dmå_; 6.39 mg/dmå_),1
migration of lead (103.9 mg/l),1
migration of lead (1.83 mg/l),1
migration of lead (6 mg/dmå_),1
migration of lead (7.32 mg/dmå_),1
migration of lead (1.229; 1.627; 3.970; 4.201; 1.827; 4.163 mg/dmå_),1
migration of lead (9.4 mg/l),1
"migration of nickel (3,44 <-->-4,05 mg/dmå_)",1
migration of nickel (2.5 mg/l),1
migration of nickel (18.7 mg/kg - ppm),1
migration of nickel (1582 mg/kg - ppm),1
migration of nickel (145.5; 22.4 mg/kg - ppm),1
migration of nickel (12; 64 mg/dmå_),1
migration of nickel (120.837 mg/l),1
migration of nickel (1.9 åµg/kg - ppb),1
migration of nickel (1.79; 5.54 mg/kg - ppm) and of manganese (2.09; 1.93 mg/kg - ppm),1
migration of nickel (1.58; 10.2 mg/l) and of manganese (0.99; 0.55 mg/l),1
migration of nickel (0.655; 0.604; 0.627 mg/kg - ppm),1
migration of nickel (0.6 mg/l) and of cobalt (0.2 mg/l),1
migration of nickel (0.54 mg/kg - ppm),1
migration of nickel (0.44 mg/kg - ppm),1
migration of nickel (0.42 mg/l),1
migration of nickel (0.20 mg/l) and of manganese (0.04 mg/l),1
migration of nickel (0.15 mg/dmå_),1
migration of nickel (0.12; 0.40; 0.62 mg/kg - ppm),1
migration of naphthalene (216 åµg/kg - ppb),1
migration of manganese (1) o.69; 0.51 2) 0.53; 0.51 3) 0.49; 0.53 mg/l),1
migration of manganese (0.39 mg/l),1
migration of manganese (0.19 mg/l),1
"migration of lead (glass: 0,22 rim: 10,6 mg/dmå_)",1
migration of lead (1.45; 1.39; 1.48; 1.57 mg/dmå_),1
migration of lead (1.2 mg/dmå_),1
migration of nickel (34; 37 mg/dmå_),1
migration of chromium (5.482 mg/l) and of nickel (0.168 mg/l),1
migration of chromium (4.90 mg/l),1
migration of chromium (38.4 mg/kg - ppm) and of nickel (1.56 mg/kg - ppm),1
migration of chromium (37.56 mg/kg - ppm) and of nickel (2.27 mg/kg - ppm),1
migration of chromium (34.8; 38.9 mg/l) and nickel (0.26; 0.42 mg/l),1
migration of chromium (33.6 åµg/kg - ppb) and of nickel (1.14 åµg/kg - ppb),1
migration of chromium (31.5 mg/l),1
migration of chromium (3.57; 6.87; 3.24 mg/kg - ppm) and too high level of overall migration (20.7; 32.9; 24.3 mg/dmå_),1
migration of chromium (3.30 mg/kg - ppm),1
migration of chromium (27.2 mg/kg - ppm) and of nickel (0.28 mg/kg - ppm) and too high level of overall migration (555 mg/kg - ppm),1
migration of chromium (26; 32 mg/dmå_),1
migration of chromium (2.61 <---> 51 mg/dmå_),1
migration of chromium (2.6 mg/l),1
migration of chromium (2.53 mg/l),1
migration of chromium (2.348 mg/kg - ppm),1
migration of chromium (2.03; 16.95; 0.25 mg/kg - ppm) and of nickel (11.33; 0.7; 8.2; 0.41 mg/kg - ppm),1
migration of chromium (194 mg/kg - ppm) and of nickel (0.15 mg/kg - ppm),1
migration of chromium (17.24; 7.70 åµg/kg - ppb) and of nickel (0.5; 0.154 åµg/kg - ppb) and too high level of overall migration (164; 36.7 mg/dmå_),1
migration of chromium (16 mg/kg - ppm) and too high level of overall migration (29.5 mg/dmå_),1
migration of chromium (15.9 mg/l) and of nickel (0.363 mg/l),1
migration of chromium (13.64 mg/l) and of manganese (0.58 mg/l),1
migration of chromium (13.38 mg/kg - ppm),1
migration of chromium (13.2<-->61.7 mg/l) and of nickel (0.24<--><0.94 mg/l),1
migration of chromium (10.8 åµg/kg - ppb),1
migration of chromium (40.9; 32.5 mg/l) and of nickel (0.44; 0.50 mg/l),1
migration of chromium (5.4; 18.1; 24.0 mg/l) and of nickel (<0.06; 0.17; 0.11 mg/l),1
migration of lead (1.2 <--> 2.2; 0.84 <--> 1.3; also 9.6 <--> 14.1 mg/l mg/dmå_),1
migration of chromium (5.51 mg/kg - ppm),1
migration of lead (1.15; 6.94; 11.9 mg/dmå_),1
migration of iron (detaching of the non-stick coating),1
migration of iron (8900 mg/l),1
migration of iron,1
migration of copper (2.8 mg/kg - ppm),1
migration of chromium and of nickel,1
migration of chromium (turner: 34; tong: 27 mg/dmå_),1
migration of chromium (grids: 0.24 mg/kg - ppm) and of nickel (grids: 0.22 ; grids: 0.40 mg/kg - ppm),1
migration of chromium (excessive migration),1
migration of chromium (between 3.3 and 70.69 mg/l) and of nickel (0.3. 0.4 mg/l),1
migration of chromium (> 10 mg/kg - ppm),1
migration of chromium (9.71 mg/kg - ppm) and of nickel (0.3 mg/kg - ppm),1
migration of chromium (9.56 mg/l),1
migration of chromium (9.4; 17.8; 11.7; 24.8 mg/dmå_),1
migration of chromium (9.123 mg/l),1
migration of chromium (89.1; 45.3; 35.8; 12.1; 0.3; 10.4; 0.1; 1.0 mg/kg - ppm) and of nickel (0.9; 0.6; 0.4; 0.3; 0.1; 0.1 mg/kg - ppm),1
migration of chromium (80.9 mg/kg - ppm) and of nickel (0.3 mg/kg - ppm),1
migration of chromium (8.2 mg/l),1
migration of chromium (7.26; 0.978 mg/l),1
migration of chromium (7 and 24.4 mg/l) and of nickel (0.07 and 0.52 mg/l),1
migration of chromium (6.3 mg/kg - ppm) and of nickel (0.07 mg/kg - ppm),1
migration of chromium (6.27 mg/dmå_) and of nickel (0.05 mg/dmå_),1
migration of chromium (5.58 mg/l),1
migration of nickel (3.5 mg/l),1
migration of nickel (38.9; 19.2; 12.1 mg/kg - ppm),1
octopus - frozen baby,1
natural palm oil,1
natural coconut water and natural coconut water with fruit,1
natural bitter almonds,1
mussels in vegetable oil - canned,1
mussels in spicy garlic sauce,1
mussels,1
mushrooms - fresh,1
mushrooms (agaricus bisporus) in brine and vinegar,1
mushrooms,1
murex sea snails,1
mung bean starch flour,1
multifruit marmalade,1
multiflavour candies without sugar,1
multicereal crackers,1
multi-vitamines and minerals food supplement,1
multi vitamin food supplement,1
mullet,1
muffins with lemon,1
muffins,1
mould releaser,1
mosfilo jam,1
moringa oleifera food supplement,1
mora moro,1
monkfish tail (lophius piscatorius),1
natural mango nectar,1
natural spirulina,1
monkfish (lophius piscatorius),1
natural zomi palm oil,1
octopus - frozen,1
octopus - canned spiced,1
octopus (octopus spp.) in vegetable oil,1
nutritional supplement,1
nut mixture,1
nut and fruit mixture,1
nut and berry mix,1
nurse shark (ginglymostoma cirratum),1
norway lobsters (nephrops norvegicus),1
norway lobster (nephrops norvegicus),1
noodle with spinach extract,1
noodle and vermicelli,1
"noodle ""chinese fashion""",1
non-alcoholic wine,1
non-alcoholic mulled wine,1
non-alcoholic margarita drink,1
non-alcoholic flavoured drink containing juice,1
non-alcoholic beverages,1
non-alcoholic beer,1
nihari masala mix,1
nigerian pepper soup mix,1
nehari masala,1
naturally brewed soy sauce,1
monkfish liver (lophius piscatorius),1
monascus pigments,1
migration of nickel (4.9 mg/kg - ppm),1
mineral drink,1
minced meat spice mixture and pommes frites spicesalt,1
minced meat product,1
minced ginger and garlic paste,1
minced chilli,1
milk rice,1
milk products and attempt to illegally import milk and animal products,1
milk dessert,1
milk cookies,1
milk chocolate with cinnamon,1
mild madras currypowder,1
mild madras curry powder,1
mild ketchup,1
migration of zinc (6.485 mg/l) and of cobalt (4.676 mg/l),1
migration of zinc (57.50 mg/l),1
migration of zinc (5.585 mg/l) and of cobalt (3.315 mg/l),1
migration of semicarbazide (sem) (4.66 mg/kg - ppm),1
migration of semicarbazide (sem) (34.2 mg/kg - ppm),1
migration of semicarbazide (sem) (0.07; 0.04 mg/kg - ppm),1
migration of rhodamine b,1
migration of nickel (specific migration of nickel detected specific migration cr = n.r. specific migration ni = 1.1 mg/kg - ppm),1
migration of nickel (89.9; 28.9 mg/kg - ppm),1
migration of nickel (6.7 mg/kg - ppm),1
migration of nickel (5.23; 5.09 mg/l),1
minced poultry and beef meat for kebab,1
mineral supplement drink,1
modified atmosphere packed cooked shrimps (penaeus vannamei),1
mini cake with blueberry filling,1
mixture of seven spices,1
mixture of peppers,1
mixture of 7 spices,1
mixed tocopheroles in carrier soya bean oil,1
mixed spices with peppers,1
mixed spices with chilli,1
mixed spices - tandoori masala,1
mixed salad,1
mixed pickle oil,1
mixed pickle (in oil),1
mixed pickels,1
mixed herbal tea containing senna leaves,1
mixed fruit jelly,1
mixed fruit jam,1
mixed fruit filling,1
mixed flavour fruit jelly,1
mixed crackers,1
mix of spices,1
mircoalgae tablets,1
mint chutney,1
mint candy,1
mini cup jellies,1
mini cake with strawberry filling,1
"""arrabiata"" spicy tomato sauce",1
