,classification,date_case,date_last_change,reference,country,type,category,subject
292,information,03/12/2008,08/12/2008,2008.1563,Slovenia,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (131 µg/kg - ppb) in dehydrated beef soup concentrate from Serbia"
293,alert,02/12/2008,11/12/2008,2008.1557,Finland,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (4.6 µg/kg - ppb) in food supplement from Denmark
294,information,01/12/2008,01/12/2008,2008.1543,Germany,food,cereals and bakery products,melamine (275.3 mg/kg - ppm) in ammonium bicarbonate baking agent from China
295,information,21/11/2008,23/01/2009,2008.1482,Italy,food,cereals and bakery products,too high content of peroxide (150 meq/kg) in organic wholemeal biscuits from Italy
296,information,21/11/2008,21/11/2008,2008.1478,France,food,cereals and bakery products,melamine (3.8 mg/kg - ppm) in bean powder from China
297,alert,21/11/2008,21/11/2008,2008.1476,United Kingdom,food,confectionery,melamine (110; 98 mg/kg - ppm) in creamy candies from China
298,information,18/11/2008,18/11/2008,2008.1454,Germany,food,cereals and bakery products,"melamine (4.4 mg/kg - ppm) in chocolate biscuits from China, via the Netherlands"
299,information,18/11/2008,18/11/2008,2008.1451,Belgium,food,"dietetic foods, food supplements, fortified foods",melamine (8.3 mg/kg - ppm) in soy isoflavones for use in food supplements from China
300,border rejection,14/11/2008,04/01/2011,2008.BTX,Cyprus,food,water for human consumption (other),"benzo(a)pyrene (9.1, 8.9 µg/l) in, unsuitable organoleptic characteristics of and volatile organic compounds and too high content of fluoride in non-carbonated, fluoride added baby water from Puerto Rico, via Switzerland"
301,information,14/11/2008,10/12/2008,2008.1438,Slovakia,food,fats and oils,too high content of peroxide (4.6 meq/kg) in porcine lard from Austria
302,information,13/11/2008,13/11/2008,2008.1435,United Kingdom,food,confectionery,melamine (11; <0.1 mg/kg - ppm) in strawberry flavour stick biscuits from China
303,information,11/11/2008,11/11/2008,2008.1413,United Kingdom,food,confectionery,melamine (7.2 mg/kg - ppm) in almond and chocolate flavour stick biscuits from China
304,information,10/11/2008,11/11/2008,2008.1410,Italy,food,cereals and bakery products,melamine (57 mg/kg - ppm) in biscuits from China
305,alert,04/11/2008,21/06/2010,2008.1384,Germany,food,confectionery,melamine (5.4 mg/kg - ppm) in soybean snack from China
306,information,03/11/2008,05/01/2011,2008.1380,Poland,food,fruits and vegetables,"3-monochlor-1,2-propanediol (3-MCPD) (1330; 368; 418 µg/kg - ppb) in vegetable protein hydrolysate from the United States"
307,information,03/11/2008,05/01/2011,2008.1378,Greece,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (35.5 µg/kg - ppb) in soy sauce from the United States"
308,border rejection,31/10/2008,11/03/2009,2008.BRV,United Kingdom,food,confectionery,melamine (3.3 mg/kg - ppm) in melon flavoured creamy candies from China (Hong Kong)
309,border rejection,31/10/2008,27/11/2008,2008.BRX,United Kingdom,food,confectionery,melamine (11 mg/kg - ppm) in strawberry flavoured creamy candies from China (Hong Kong)
310,border rejection,31/10/2008,27/11/2008,2008.BRW,United Kingdom,food,confectionery,melamine (5 mg/kg - ppm) in soft creamy candies from China (Hong Kong)
311,information,30/10/2008,18/06/2010,2008.1362,Malta,food,prepared dishes and snacks,melamine (3.0 mg/kg - ppm) in cheese & onion flavoured potato crisps from China
312,information,30/10/2008,15/01/2009,2008.1364,France,food,other food product / mixed,melamine (5; 30 mg/kg - ppm) in potato chips from China
313,alert,30/10/2008,30/10/2008,2008.1365,United Kingdom,food,confectionery,melamine (28.9; 46.2 mg/kg - ppm) in chocolate product from China
314,information,27/10/2008,13/11/2008,2008.1326,France,food,confectionery,melamine (290 mg/kg - ppm) in creamy candies from China
315,information,27/10/2008,27/10/2008,2008.1327,France,food,non-alcoholic beverages,ethyl tertiairy buthyl ether (ETBE) (between 0.1 and 5 µg/l) in various non-alcoholic beverages from France
316,alert,24/10/2008,28/06/2010,2008.1325,United Kingdom,food,confectionery,melamine (15; 15; 17 mg/kg - ppm) in chocolate novelty products from China
317,alert,24/10/2008,08/12/2008,2008.1320,Czech Republic,food,fats and oils,"benzo(a)pyrene (3.9 µg/kg - ppb) in pumpkin seed oil with vitamin E from the Czech Republic, with raw material from Germany"
318,alert,24/10/2008,05/12/2008,2008.1322,Czech Republic,food,fats and oils,"benzo(a)pyrene (3.4 µg/kg - ppb) in sea-buckthorn oil with vitamin E from the Czech Republic, with raw material from Germany"
319,alert,20/10/2008,28/11/2008,2008.1285,Germany,food,cereals and bakery products,melamine (7.4 mg/kg - ppm) in cream chocolate pie from China
320,information,17/10/2008,12/11/2008,2008.1283,United Kingdom,food,confectionery,melamine (153; 259 mg/kg - ppm) in chocolate and strawberry flavour body pen sets from China
321,alert,17/10/2008,04/11/2008,2008.1277,Germany,food,confectionery,"melamine (16 mg/kg - ppm) in red bean flavour creamy candies from China, via the Netherlands"
322,information,16/10/2008,16/10/2008,2008.1274,Hungary,food,cereals and bakery products,melamine (16.2 mg/kg - ppm) in BBQ flavoured peanut crackers from China
323,alert,15/10/2008,20/10/2008,2008.1267,Germany,food,cereals and bakery products,melamine (7; 5 mg/kg - ppm) in chestnut and chocolate biscuits from China
324,alert,14/10/2008,14/10/2008,2008.1258,Netherlands,food,cereals and bakery products,"melamine (3.79 mg/kg - ppm) in strawberry biscuits from China, via the United Kingdom"
325,alert,14/10/2008,14/10/2008,2008.1257,Netherlands,food,cereals and bakery products,"melamine (3.79 mg/kg - ppm) in chocolate snack from China, via the United Kingdom"
326,alert,13/10/2008,21/06/2010,2008.1247,Belgium,food,confectionery,"melamine (20.10; 32.34; 11.65 mg/kg - ppm) in creamy candies from China, via the Netherlands"
327,information,13/10/2008,21/10/2008,2008.1246,Italy,food,milk and milk products,illegal import of milk and yoghurt containing melamine (22; 7; 18 mg/kg - ppm) from China
328,information,13/10/2008,13/10/2008,2008.1244,France,food,confectionery,melamine (52 mg/kg - ppm) in strawberry-flavour creamy candies from China
329,information,10/10/2008,08/11/2010,2008.1236,Commission Services,food,cereals and bakery products,melamine (9.9 mg/kg - ppm) in milk cookies from Thailand
330,alert,10/10/2008,23/12/2008,2008.1237,Germany,food,confectionery,"melamine (15 mg/kg - ppm) in creamy candies from China, via the Netherlands"
331,border rejection,10/10/2008,20/10/2008,2008.BPE,Slovakia,food,cereals and bakery products,melamine (7.0 mg/kg - ppm) in cappuccino flavour biscuits from China
332,border rejection,10/10/2008,20/10/2008,2008.BPD,Slovakia,food,cereals and bakery products,melamine (7.8 mg/kg - ppm) in chocolate snack from China
333,border rejection,10/10/2008,20/10/2008,2008.BPC,Slovakia,food,cereals and bakery products,melamine (11.9 mg/kg - ppm) in stick biscuit with dark chocolate from China
334,border rejection,10/10/2008,20/10/2008,2008.BPB,Slovakia,food,cereals and bakery products,melamine (9.0 mg/kg - ppm) in stick biscuit with milk chocolate from China
335,information,09/10/2008,15/05/2014,2008.1224,Belgium,food,confectionery,melamine (65.71 mg/kg - ppm) in creamy candies from China
336,alert,09/10/2008,05/08/2009,2008.1223,Netherlands,food,cereals and bakery products,melamine (4.5 mg/kg - ppm) in cream chocolate pie from China
337,alert,09/10/2008,16/10/2008,2008.1221,Netherlands,food,cereals and bakery products,melamine (11.1 mg/kg - ppm) in lemon crackers from China
338,information,09/10/2008,16/10/2008,2008.1219,Hungary,food,cereals and bakery products,melamine (19.9 mg/kg - ppm) in peanut crackers from China
339,alert,08/10/2008,18/06/2010,2008.1213,France,food,cereals and bakery products,"melamine (4.5; 3.1; 3.2 mg/kg - ppm) in chocolate, strawberry and melon biscuits from China"
340,alert,06/10/2008,26/06/2009,2008.1195,France,food,confectionery,melamine (42 mg/kg - ppm) in creamy candies from China
341,alert,03/10/2008,12/07/2011,2008.1185,Germany,food,milk and milk products,hydrogen peroxide in milk rice from Germany
342,alert,03/10/2008,11/12/2008,2008.1181,Belgium,food,confectionery,"melamine (129.04 mg/kg - ppm) in creamy candies from China, via France"
343,information,03/10/2008,17/11/2008,2008.1183,Netherlands,food,cereals and bakery products,melamine (3.1; 3.7 mg/kg - ppm) in strawberry and chocolate biscuits from China
344,information,03/10/2008,14/10/2008,2008.1180,Austria,food,milk and milk products,illegal import of milk drink containing melamine (25.6 mg/kg - ppm) from China
345,information,03/10/2008,08/10/2008,2008.1184,Slovakia,food,milk and milk products,illegal import of milk drink from China containing melamine (14.4 mg/kg - ppm)
346,alert,01/10/2008,04/11/2008,2008.1167,Belgium,food,confectionery,"melamine (11.25 mg/kg - ppm) in creamy candies from China, via the Netherlands"
347,alert,30/09/2008,22/06/2010,2008.1161,Netherlands,food,cereals and bakery products,melamine (4.98 mg/kg - ppm) in chocolate cookies from China
348,alert,30/09/2008,24/10/2008,2008.1163,Netherlands,food,cereals and bakery products,melamine (4.02 mg/kg - ppm) in chestnut cookies from China
349,information,05/09/2008,22/12/2008,2008.1068,Slovakia,food,fats and oils,"mineral oil (385 mg/kg - ppm) in refined sunflower oil from Slovenia, with raw material from Serbia"
350,alert,01/09/2008,18/06/2010,2008.1047,Commission Services,food,meat and meat products (other than poultry),dioxins (> 1 pg WHO TEQ/g) in frozen pork from Chile
351,alert,22/07/2008,20/09/2010,2008.0885,Slovakia,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (75.50 µg/kg - ppb) in soy sauces from Vietnam, via the Czech Republic"
352,alert,18/07/2008,10/09/2008,2008.0879,Finland,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (11 µg/kg - ppb) in fish oil capsules from China
353,border rejection,11/07/2008,15/07/2008,2008.BCB,Greece,food,confectionery,mineral oil (608 mg/kg - ppm) in sunflower oil used to produce various cakes from Israel
354,border rejection,10/07/2008,15/07/2008,2008.BBX,Greece,food,"soups, broths, sauces and condiments",mineral oil (950 mg/kg - ppm) in sauce with sunflower oil from Switzerland
355,border rejection,10/07/2008,15/07/2008,2008.BBW,Greece,food,"soups, broths, sauces and condiments",mineral oil ( 320 mg/kg - ppm) in sauce with sunflower oil from Switzerland
356,information,30/06/2008,18/06/2010,2008.0773,Germany,food,eggs and egg products,dioxins (1.23; 1.13 pg WHO TEQ/g) and dioxin-like polychlorobifenyls (7.68; 7.71 pg WHO TEQ/g) in egg products from Switzerland
357,border rejection,24/06/2008,03/07/2008,2008.AZI,Poland,food,fats and oils,suspicion of presence of mineral oil in refined deodorized sunflower oil from Ukraine
358,border rejection,19/06/2008,03/07/2008,2008.AYE,Poland,food,fats and oils,suspicion of presence of mineral oil in crude sunflower oil from Ukraine
359,border rejection,11/06/2008,03/07/2008,2008.AXB,Poland,food,fats and oils,suspicion of presence of mineral oil in refined sunflower oil from Ukraine
360,border rejection,10/06/2008,24/06/2008,2008.AWZ,Poland,food,fats and oils,suspicion of presence of mineral oil in refined sunflower oil from Ukraine
361,border rejection,10/06/2008,24/06/2008,2008.AXA,Poland,food,fats and oils,suspicion of presence of mineral oil in refined sunflower oil from Ukraine
362,alert,09/06/2008,24/06/2008,2008.0674,Germany,food,fish and fish products,dioxins (4.9 pg WHO TEQ/g) and dioxin-like polychlorobifenyls (27.3 pg WHO TEQ/g) in frozen stewed monkfish liver from the United States
363,border rejection,06/06/2008,17/09/2010,2008.AWT,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.072 mg/kg - ppm) in soybean curd sauce for sukiyaki from Thailand"
364,information,02/06/2008,08/08/2008,2008.0644,Hungary,food,fish and fish products,"benzo(a)pyrene (7.7 µg/kg - ppb) in smoked sprats in oil from Latvia, via Poland"
365,border rejection,29/05/2008,12/06/2008,2008.AUX,United Kingdom,food,crustaceans and products thereof,benzo(a)pyrene (39.4 µg/kg - ppb) in smoked shrimps from the Gambia
366,border rejection,22/05/2008,29/08/2008,2008.AUC,Finland,food,fruits and vegetables,benzo(a)pyrene (3.7; 3.3 µg/kg - ppb) in frozen marinated semi-dried gourmet tomato from Turkey
367,border rejection,21/05/2008,07/07/2010,2008.ATY,Finland,food,fats and oils,benzo(a)pyrene (42 µg/kg - ppb) in seasoned coconut oil from the United States
368,alert,13/05/2008,13/05/2008,2008.0544,Lithuania,food,fish and fish products,benzo(a)pyrene (8.9 µg/kg - ppb) in sprats in oil from Latvia
369,border rejection,07/05/2008,02/06/2008,2008.ASJ,United Kingdom,food,crustaceans and products thereof,benzo(a)pyrene (42.5 µg/kg - ppb) in smoked shrimps from the Gambia
370,alert,05/05/2008,12/06/2008,2008.0509,Austria,food,fish and fish products,"dioxins (8.49 pg WHO TEQ/g) and dioxin-like polychlorobifenyls (44.92 pg WHO TEQ/g) in stewed monkfish liver from the United States, via Germany"
371,information,05/05/2008,13/05/2008,2008.0515,United Kingdom,food,milk and milk products,smell and taste of disinfectant/sanitizer in UHT skimmed milk from Germany
372,alert,23/04/2008,18/06/2010,2008.0461,France,food,fats and oils,mineral oil (5790 mg/kg - ppm) in sunflower oil destined for refining from Ukraine
373,alert,22/04/2008,16/06/2008,2008.0457,Slovakia,food,fish and fish products,benzo(a)pyrene (7.2 µg/kg - ppb) in smoked sprat paste from Latvia
374,alert,01/04/2008,26/10/2010,2008.0378,Belgium,food,fats and oils,"benzo(a)pyrene (59.5 µg/kg - ppb) in smoked fish from the Gambia, via the Netherlands"
375,alert,25/03/2008,23/04/2008,2008.0344,Germany,food,fish and fish products,dioxins and dioxin-like polychlorobifenyls (62; 163 pg WHO TEQ/g) in canned cod liver in own oil and juice from Poland
376,border rejection,03/03/2008,12/03/2008,2008.AKD,Finland,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (22 µg/kg - ppb) in sea buckthorn seed oil from China
377,alert,18/02/2008,25/03/2008,2008.0186,United Kingdom,food,fish and fish products,petroleum hydrocarbons (chemical taint) in salmon from the United Kingdom
378,border rejection,06/02/2008,18/02/2008,2008.AGL,Spain,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (26.4 µg/kg - ppb) in soy sauce from the Philippines"
379,alert,18/01/2008,24/01/2008,2008.0060,Denmark,food,prepared dishes and snacks,prepared dishes from Denmark contaminated with aliphatic hydrocarbons (suspicion)
380,alert,16/01/2008,14/02/2008,2008.0056,Denmark,food,fruits and vegetables,potato products from Denmark contaminated with aliphatic hydrocarbons
381,border rejection,10/01/2008,30/01/2008,2008.ABT,Finland,food,fats and oils,benzo(a)pyrene (5.0 µg/kg - ppb) in pure sesame oil from China (Hong Kong)
382,alert,27/12/2007,11/03/2008,2007.0965,Greece,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (26.42 µg/kg - ppb) in soy sauce from China (Hong Kong), via Cyprus"
383,alert,21/12/2007,25/03/2008,2007.0956,Austria,food,fish and fish products,"dioxins (in cod liver 8.54; in oil 4.83 pg WHO TEQ/g) and dioxin-like polychlorobifenyls in smoked cod liver in own oil from Norway, dispatched from France"
384,alert,20/12/2007,08/02/2008,2007.0955,Austria,food,fish and fish products,dioxins (in oil 18.28; in liver 7.26 pg WHO TEQ/g) and dioxin-like polychlorobifenyls (in oil 33.13; in liver 98.45 pg WHO TEQ/g) in monkfish liver from France
385,alert,18/12/2007,20/03/2014,2007.0944,France,food,fish and fish products,benzo(a)pyrene (14.73 µg/kg - ppb) and polycyclic aromatic hydrocarbons (314.15 µg/kg - ppb) in smoked barracuda (Sphyraena guachancho) from Senegal
386,alert,13/12/2007,18/06/2010,2007.0934,Germany,food,"cocoa and cocoa preparations, coffee and tea","benzo(a)pyrene (10 µg/kg - ppb) in chocolate bars from Germany, manufactured in Switzerland"
387,information,07/12/2007,11/03/2008,2007.CWL,Greece,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (33.7 µg/kg - ppb) in soy sauce from China (Hong Kong)"
388,alert,04/12/2007,12/12/2007,2007.0904,Austria,food,fats and oils,"benzo(a)pyrene (7.1 µg/kg - ppb) in pumpkinseed oil from Austria, raw material from China"
389,information,28/11/2007,05/12/2007,2007.CSU,United Kingdom,food,food contact materials,semicarbazide (SEM) (34 mg/kg - ppm) in gaskets of jars containing ginger garlic paste from India
390,alert,28/11/2007,05/12/2007,2007.0885,Estonia,food,fish and fish products,benzo(a)pyrene (7.7 µg/kg - ppb) in smoked sprats in oil from Latvia
391,alert,28/11/2007,30/11/2007,2007.0887,Austria,food,fish and fish products,dioxins (in cod liver 6.84; in oil 15.35 pg WHO TEQ/g) and dioxin-like polychlorobifenyls (in cod liver 646.77; in oil 118.79 pg WHO TEQ/g) in smoked cod liver in its own oil and juice from Denmark
392,alert,28/11/2007,30/11/2007,2007.0886,Austria,food,fish and fish products,dioxins (in cod liver 6.2; in oil 17.19 pg WHO TEQ/g) and dioxin-like polychlorobifenyls (in cod liver 41.21; in oil 140.02 pg WHO TEQ/g) in smoked cod liver in its own oil and juice from Denmark
393,alert,26/11/2007,06/12/2007,2007.0877,Spain,food,"dietetic foods, food supplements, fortified foods",dioxins (12.9 pg WHO TEQ/g) in cod liver oil capsules from Germany
394,information,22/11/2007,22/11/2007,2007.CRC,Finland,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (3.6 µg/kg - ppb) in fatty acid food supplement from Norway
395,information,06/11/2007,19/07/2012,2007.CMW,United Kingdom,food,herbs and spices,semicarbazide (SEM) (29 mg/kg - ppm) in ginger pickle from India
396,alert,12/10/2007,14/01/2008,2007.0737,Austria,food,fish and fish products,"benzo(a)pyrene (22.62 in fish oil; 5.60 in cod liver ng/kg - ppt) in cod liver in its own oil and juice from Poland, via Germany"
397,alert,12/10/2007,31/10/2007,2007.0738,Poland,food,fats and oils,benzo(a)pyrene (2.85 µg/kg - ppb) in rapeseed oil from Poland
398,information,10/10/2007,20/03/2014,2007.CIC,France,food,fish and fish products,benzo(a)pyrene (36.15 µg/kg - ppb) and polycyclic aromatic hydrocarbons (287.71 µg/kg - ppb) in smoked catfish (Clarias buthupogon) from Gabon
399,alert,05/10/2007,11/10/2007,2007.0720,Austria,food,fish and fish products,dioxins (in cod liver 6.64; in oil 15.86 pg WHO TEQ/g) and dioxin-like polychlorobifenyls in smoked cod liver in its own oil and juice from Denmark
400,alert,04/10/2007,31/10/2007,2007.0708,Belgium,food,fish and fish products,dioxin-like polychlorobifenyls (sum with dioxins: 25 pg WHO TEQ/g) and polychlorobifenyls (331 µg/kg - ppb) in eel from France
401,alert,04/10/2007,12/10/2007,2007.0702,Ireland,food,fish and fish products,benzo(a)pyrene (28 µg/kg - ppb) in smoked dried catfish fillets from Malaysia and the Netherlands
402,alert,03/10/2007,28/01/2008,2007.0693,Austria,food,fish and fish products,"dioxins (in cod liver: 5.24 ; in oil: 16.82 pg WHO TEQ/g) in cod liver in its own oil and juice from Poland, via Germany"
403,alert,03/10/2007,09/10/2007,2007.0697,Austria,food,fish and fish products,dioxins (in oil: 11.68; in cod liver: 3.96 pg WHO TEQ/g) in smoked cod liver in own oil and juice from Denmark
404,alert,03/10/2007,09/10/2007,2007.0694,Austria,food,fish and fish products,dioxins (in cod liver 7.44; in oil 16.13 pg WHO TEQ/g) in smoked cod liver in its own oil and juice from Denmark
405,alert,03/10/2007,09/10/2007,2007.0695,Austria,food,fish and fish products,dioxins (oil: 14.28; liver: 4.55 pg WHO TEQ/g) in smoked cod liver in own oil and juice from Denmark
406,alert,01/10/2007,25/03/2008,2007.0689,Austria,food,fish and fish products,benzo(a)pyrene (51 µg/kg - ppb) in dried catfish fillets from Malaysia
407,alert,28/09/2007,03/10/2007,2007.0682,Slovakia,food,fish and fish products,benzo(a)pyrene (11.1 µg/kg - ppb) in smoked sprats in oil from Latvia
408,alert,27/09/2007,10/10/2007,2007.0680,Germany,food,fish and fish products,benzo(a)pyrene (in oil: 12.7; 30.9 - in fish 2.3; 7.7 µg/kg - ppb) in canned smoked Baltic herring in oil (Clupea harengus memdras) from Latvia
409,information,26/09/2007,09/10/2007,2007.CFN,Italy,food,fats and oils,benzo(a)pyrene (5.7 µg/kg - ppb) in sesame oil from China
410,information,24/09/2007,15/10/2007,2007.CFD,Germany,food,fats and oils,benzo(a)pyrene (3.9 µg/kg - ppb) in sunflower oil from Ukraine
411,information,21/09/2007,24/10/2007,2007.CER,Finland,food,fruits and vegetables,benzo(a)pyrene (7.9 in oil µg/kg - ppb) in chilli in oil from China (Hong Kong)
412,alert,13/09/2007,20/03/2014,2007.0634,Germany,food,herbs and spices,"benzo(a)pyrene (74 µg/kg - ppb) and polycyclic aromatic hydrocarbons (Benzo(b)fluoranthene: 93; Benzo(k)fluoranthene: 34 µg/kg - ppb) in black cardamoms manufactured in the United Kingdom, with raw material from India, dispatched from the Netherlands"
413,alert,13/09/2007,13/09/2007,2007.0637,Austria,food,fats and oils,benzo(a)pyrene (40.0 µg/kg - ppb) in pumpkinseed oil from Austria
414,information,04/09/2007,17/01/2008,2007.CBZ,Finland,food,"dietetic foods, food supplements, fortified foods","benzo(a)pyrene (7.3 in oil phase µg/kg - ppb) in fatty acid food supplement from China, via Canada"
415,information,04/09/2007,17/09/2007,2007.CCG,Italy,food,non-alcoholic beverages,benzene (20.4 µg/l) in grapefruit  flavour soft drink from Italy
416,alert,29/08/2007,18/09/2007,2007.0590,Austria,food,fish and fish products,"dioxins (44.7 pg WHO TEQ/g) in  cod liver in own oil from Poland, via Denmark"
417,alert,29/08/2007,18/09/2007,2007.0589,Austria,food,fish and fish products,"dioxins (51.86 pg WHO TEQ/g) in cod liver in own oil from Poland, via Denmark"
418,alert,09/08/2007,13/02/2014,2007.0539,Slovakia,food,fish and fish products,benzo(a)pyrene (6 µg/kg - ppb) in smoked sprats in oil from Latvia via the Czech Republic
419,alert,07/08/2007,25/10/2007,2007.0532,Austria,food,fish and fish products,benzo(a)pyrene (9.5 µg/kg - ppb) in anchovies in oil from Latvia via Germany
420,alert,03/08/2007,18/09/2007,2007.0526,Austria,food,fish and fish products,dioxins (43.35 pg WHO TEQ/g) in cod liver in own oil from Poland via Denmark
421,alert,03/08/2007,18/09/2007,2007.0525,Austria,food,fish and fish products,dioxins (66.78 pg WHO TEQ/g) in cod liver in oil and own juice from Poland via Germany
422,alert,25/07/2007,04/03/2015,2007.0499,Commission Services,food,food additives and flavourings,"dioxins (406 pg WHO TEQ/g) and unauthorised substance pentachlorophenol (4 mg/kg - ppm) in depolymerised guar gum manufactured in India, via Switzerland"
423,alert,25/07/2007,28/09/2007,2007.0500,Germany,food,fish and fish products,dioxins (in cod between 4.24 and 11.2; in oil between 11.2 and 22 pg WHO TEQ/g) and dioxin-like polychlorobifenyls in cod liver chunks in own oil from Poland
424,alert,25/07/2007,01/08/2007,2007.0502,Lithuania,food,fish and fish products,benzo(a)pyrene (36.2 µg/kg - ppb) in sprats in oil from Latvia
425,alert,18/07/2007,26/11/2007,2007.0482,Netherlands,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (134 µg/kg - ppb) in food supplement from the United States
426,alert,17/07/2007,24/09/2007,2007.0480,Ireland,food,fish and fish products,benzo(a)pyrene (28.9; 9.9 µg/kg - ppb) in dried catfish fillets from Malaysia via the Netherlands
427,information,17/07/2007,,2007.BSW,Belgium,food,fish and fish products,polychlorobifenyls (85.5 µg/kg - ppb) in eel from the United States
428,alert,09/07/2007,,2007.0454,Belgium,food,fish and fish products,polychlorobifenyls (273 µg/kg - ppb) in eel from the Netherlands
429,information,03/07/2007,24/01/2008,2007.BQH,Ireland,food,poultry meat and poultry meat products,salted boneless skinless chicken breast contaminated with diesel oil during transport
430,information,29/06/2007,17/06/2010,2007.BPR,France,food,fish and fish products,benzo(a)pyrene (30.51 µg/kg - ppb) in smoked fish from Côte d'Ivoire
431,information,29/06/2007,17/06/2010,2007.BPU,France,food,fish and fish products,benzo(a)pyrene (26.35 µg/kg - ppb) in smoked fish from Côte d'Ivoire
432,information,29/06/2007,,2007.BPT,France,food,fish and fish products,benzo(a)pyrene (51.83 µg/kg - ppb) in smoked fish from Côte d'Ivoire
433,alert,21/06/2007,11/01/2008,2007.0412,Germany,food,fish and fish products,"benzo(a)pyrene (20 µg/kg - ppb) in canned tuna in olive oil from Turkey, via Belgium"
434,information,13/06/2007,,2007.BMC,Estonia,food,fats and oils,benzo(a)pyrene (3.6 µg/kg - ppb) in walnut oil from Ukraine
435,information,11/06/2007,,2007.BLK,Italy,food,fish and fish products,benzo(a)pyrene (7.0 µg/kg - ppb) in dried smoked  fish from Ghana
436,alert,08/06/2007,09/08/2007,2007.0382,Ireland,food,fish and fish products,benzo(a)pyrene (10.2 µg/kg - ppb) in dried smoked catfish stripped fillet from Suriname via the United Kingdom
437,information,05/06/2007,,2007.BJK,France,food,fish and fish products,benzo(a)pyrene (7.91 µg/kg - ppb) in smoked fish from Côte d'Ivoire
438,alert,31/05/2007,13/02/2009,2007.0361,Ireland,food,fish and fish products,benzo(a)pyrene (in fish: 1.4; in oil 13.4 µg/kg - ppb) in smoked sprats in oil from Latvia
439,alert,30/05/2007,,2007.0357,Lithuania,food,fish and fish products,benzo(a)pyrene (6.9 µg/kg - ppb) in smoked sprats in oil from Latvia
440,information,21/05/2007,,2007.BFO,Lithuania,food,fats and oils,benzo(a)pyrene (3.6 µg/kg - ppb) in crude sunflower seed oil from Ukraine
441,alert,21/05/2007,,2007.0335,Hungary,food,fish and fish products,benzo(a)pyrene (18.7 µg/kg - ppb) in smoked sprats in oil from Poland
442,alert,14/05/2007,20/03/2014,2007.0325,France,food,fish and fish products,benzo(a)pyrene (17.86 µg/kg - ppb) and polycyclic aromatic hydrocarbons (152.21 µg/kg - ppb) in smoked fish from Côte d'Ivoire
443,alert,14/05/2007,,2007.0326,Lithuania,food,fish and fish products,benzo(a)pyrene (6.4 µg/kg - ppb) in smoked sprats in oil from Latvia
444,alert,08/05/2007,01/08/2007,2007.0317,Germany,food,fish and fish products,dioxins (76.5; 36 pg WHO TEQ/g) in cod liver in oil from Poland via Estonia
445,alert,07/05/2007,,2007.0313,Finland,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (4.1 µg/kg - ppb) in garlic oil capsules from the United Kingdom
446,alert,07/05/2007,,2007.0308,Germany,food,fish and fish products,benzo(a)pyrene (in fish: 4.4; in oil 21.5 µg/kg - ppb) in smoked sprats in oil from Latvia
447,information,23/04/2007,18/06/2010,2007.BAC,Netherlands,food,fish and fish products,benzo(a)pyrene (9.8; 10.1 µg/kg - ppb) in dry smoked Sphyraena spp. from Suriname
448,alert,23/04/2007,,2007.0285,Germany,food,fish and fish products,dioxins (113 pg WHO TEQ/g) in smoked cod liver in own oil from Denmark
449,information,03/04/2007,,2007.AVY,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (9.4 mg/kg - ppm) in soy sauce from Vietnam"
450,information,03/04/2007,,2007.AVX,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (840 mg/kg - ppm) in soy sauce from Vietnam"
451,information,03/04/2007,,2007.AVT,Latvia,food,fats and oils,benzo(a)pyrene (3.3 µg/kg - ppb) in unrefined sunflower oil from Ukraine
452,information,26/03/2007,,2007.ATP,Finland,food,fats and oils,benzo(a)pyrene (3.9 µg/kg - ppb) in sesame oil from China (Hong Kong)
453,information,05/03/2007,07/08/2009,2007.AOI,United Kingdom,food,fish and fish products,benzo(a)pyrene (3.9; 0.9 (wet) µg/kg - ppb) in smoked dried striped catfish (Pangasianodon hypophthalmus) from Thailand
454,alert,26/02/2007,10/03/2008,2007.0153,Netherlands,food,fats and oils,benzo(a)pyrene (12.6; 10.4; 14.1; 12.9; 15.4; 10.4; 4.7; 17.5 µg/kg - ppb) in sesame oil from China (Hong Kong)
455,alert,21/02/2007,,2007.0133,Germany,food,fats and oils,"benzo(a)pyrene (3.1 µg/kg - ppb) in roasted pumpkin seed oil from France, raw material from Switzerland via Austria"
