,classification,date_case,date_last_change,reference,country,type,category,subject
1163,alert,17/04/2008,19/05/2008,2008.0441,Italy,food,fish and fish products,mercury (1.3 mg/kg - ppm) in smoked sliced swordfish (Xiphias gladius) from Denmark
1164,border rejection,16/04/2008,17/06/2010,2008.APY,United Kingdom,food,fish and fish products,mercury (1.67 mg/kg - ppm) in swordfish loins from Fiji
1165,border rejection,15/04/2008,18/06/2010,2008.APU,Spain,food,fish and fish products,mercury (1.9 mg/kg - ppm) in shortfin mako (Isurus oxyrinchus) from Namibia
1166,alert,15/04/2008,19/05/2008,2008.0433,Italy,food,bivalve molluscs and products thereof,cadmium (7.376 mg/kg - ppm) in frozen scallops from France
1167,information,14/04/2008,01/07/2010,2008.0422,France,food,fish and fish products,mercury (1.19 mg/kg - ppm) in fresh swordfish  (Xiphias gladius) from Sri Lanka
1168,border rejection,11/04/2008,13/05/2008,2008.APP,Poland,food,"nuts, nut products and seeds",lead (0.21 mg/kg - ppm) in walnut kernels from Ukraine
1169,alert,10/04/2008,13/10/2011,2008.0414,Italy,food,cephalopods and products thereof,cadmium (1.34 mg/kg - ppm) in squid (Loligo ghai) from Greece
1170,alert,10/04/2008,20/06/2008,2008.0413,Italy,food,fish and fish products,mercury (1.33 mg/kg - ppm) in frozen sliced swordfish (Xiphias gladius) from Spain
1171,information,09/04/2008,18/06/2010,2008.AOY,Italy,food,fish and fish products,mercury (1.169 mg/kg - ppm) in fresh chilled fillets of swordfish from Chile
1172,alert,07/04/2008,20/05/2008,2008.0404,Italy,food,fish and fish products,mercury (2 mg/kg - ppm) in smoked swordfish from Denmark
1173,alert,03/04/2008,18/06/2010,2008.0393,Italy,food,cephalopods and products thereof,"cadmium (1.24 µg/kg - ppb) in cleaned frozen cuttlefish (Sepiella japonica) from Vietnam, via Denmark"
1174,alert,03/04/2008,20/11/2008,2008.0391,Spain,food,fish and fish products,mercury (3.5 mg/kg - ppm) in frozen swordfish fillets from Spain
1175,alert,01/04/2008,28/05/2008,2008.0383,Italy,food,fish and fish products,mercury (1.37 mg/kg - ppm) in frozen swordfish fillets from Spain
1176,border rejection,28/03/2008,18/06/2010,2008.ANL,Spain,food,cephalopods and products thereof,cadmium (2.9 mg/kg - ppm) in frozen octopus from Thailand
1177,alert,25/03/2008,29/11/2011,2008.0340,Belgium,food,meat and meat products (other than poultry),cadmium (0.26; 0.27 mg/kg - ppm) in chilled boneless horse and donkey meat from Mexico
1178,alert,25/03/2008,28/03/2008,2008.0346,Italy,food,fish and fish products,mercury (1.16 mg/kg - ppm) in frozen swordfish fillets from Spain
1179,alert,21/03/2008,20/05/2008,2008.0339,Italy,food,fish and fish products,mercury (1.75 mg/kg - ppm) in frozen  swordfish (Xiphias gladius) from Spain
1180,border rejection,17/03/2008,18/06/2010,2008.ALX,Spain,food,fish and fish products,mercury (0.64; 0.85 mg/kg - ppm) in pink cusk-eel (Genypterus blacodes) from New Zealand
1181,border rejection,12/03/2008,18/06/2010,2008.ALD,Italy,food,fish and fish products,mercury (1.9 mg/kg - ppm) in frozen swordfish loins (Xiphias gladius) from Vietnam
1182,information,11/03/2008,12/03/2008,2008.0281,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas: 17.77 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1183,alert,10/03/2008,23/07/2008,2008.0274,Italy,food,fish and fish products,mercury (1.3 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Spain
1184,border rejection,06/03/2008,04/09/2008,2008.AKM,Spain,food,fruits and vegetables,arsenic (1.38 mg/kg - ppm) in algae from China
1185,information,27/02/2008,28/07/2008,2008.0226,Italy,food,fish and fish products,mercury (1.94 mg/kg - ppm) in fresh chilled swordfish (Xiphias gladius) from Spain
1186,border rejection,26/02/2008,09/04/2010,2008.AJD,Spain,food,fish and fish products,mercury (0.77 mg/kg - ppm) in fresh yellow grouper from Brazil
1187,border rejection,22/02/2008,03/03/2008,2008.AIP,Spain,food,fruits and vegetables,arsenic (36.7; 62 mg/kg - ppm) in dried seaweed from China
1188,alert,19/02/2008,19/02/2008,2008.0189,Belgium,food,"dietetic foods, food supplements, fortified foods",arsenic (6.1 mg/kg - ppm) in food supplement from the Netherlands
1189,alert,13/02/2008,13/02/2008,2008.0172,Italy,food,fish and fish products,mercury (2.7 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Spain
1190,information,06/02/2008,06/04/2010,2008.0143,Cyprus,food,fish and fish products,mercury (1.42 mg/kg - ppm) in swordfish (Xiphias gladius) from Taiwan
1191,border rejection,05/02/2008,08/03/2012,2008.AGF,Italy,food,crustaceans and products thereof,mercury (0.61 mg/kg - ppm) in frozen prawns (Penaeus monodon) from Indonesia
1192,alert,31/01/2008,11/08/2008,2008.0118,Spain,food,"cocoa and cocoa preparations, coffee and tea",arsenic (1.2 mg/kg - ppm) in green tea from China
1193,border rejection,31/01/2008,04/02/2008,2008.AFV,Spain,food,fish and fish products,mercury (1.1 mg/kg - ppm) in grouper (Epinephelus spp) from Yemen
1194,border rejection,29/01/2008,03/04/2008,2008.AEX,Norway,food,fish and fish products,cadmium (between 0.11 and 0.18 mg/kg - ppm) in sardines in tomato sauce from the Philippines
1195,border rejection,25/01/2008,30/01/2008,2008.AEK,Spain,food,fish and fish products,mercury (2.4 mg/kg - ppm) in frozen swordfish fillets from Vietnam
1196,alert,24/01/2008,27/05/2014,2008.0082,Italy,food,fish and fish products,"mercury (1.43 mg/kg - ppm) in frozen fillets of swordfish (Xiphias gladius) from Panama, via Spain"
1197,border rejection,23/01/2008,30/01/2008,2008.ADX,Spain,food,fish and fish products,mercury (2.4 mg/kg - ppm) in frozen swordfish fillets from Vietnam
1198,alert,21/01/2008,30/09/2014,2008.0066,United Kingdom,food,fruits and vegetables,tin (460 mg/kg - ppm) in canned spinach in brine (callaloo) from Jamaica
1199,border rejection,16/01/2008,22/06/2010,2008.ACR,Spain,food,fish and fish products,mercury (2.4 mg/kg - ppm) in frozen swordfish fillets from Vietnam
1200,alert,10/01/2008,09/02/2010,2008.0022,France,food,fish and fish products,mercury (1.88; 1.91 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Senegal
1201,border rejection,03/01/2008,18/06/2010,2008.AAG,Italy,food,fish and fish products,mercury (1.33 mg/kg - ppm) in swordfish (Xiphias gladius) from Vietnam
1202,alert,27/12/2007,04/02/2008,2007.0966,Italy,food,crustaceans and products thereof,"cadmium (4.65 mg/kg - ppm) in live crabs (Cancer pagurus) from Ireland, via France"
1203,alert,17/12/2007,07/01/2008,2007.0939,Italy,food,crustaceans and products thereof,"cadmium (3.79 mg/kg - ppm) in live crabs (Cancer pagurus) from Ireland, dispatched from France"
1204,alert,17/12/2007,20/12/2007,2007.0940,Italy,food,meat and meat products (other than poultry),cadmium (0.17 mg/kg - ppm) in pork rinds from Austria
1205,alert,14/12/2007,31/05/2010,2007.0937,Italy,food,fish and fish products,mercury (1.33 mg/kg - ppm) in swordfish from Spain
1206,information,14/12/2007,10/01/2008,2007.CXX,Slovenia,food,food contact materials,migration of chromium (0.18 mg/l) and of nickel (0.23 mg/l) from stainless steel pots from Turkey
1207,information,12/12/2007,11/06/2010,2007.CXI,Greece,food,crustaceans and products thereof,cadmium (0.906 mg/kg - ppm) in frozen prawns from Australia
1208,alert,07/12/2007,12/02/2008,2007.0915,Italy,food,fish and fish products,mercury (3.58; 1.21 mg/kg - ppm) in slices of frozen mako shark (Isurus spp.) from Spain
1209,information,07/12/2007,11/12/2007,2007.CVP,Italy,food,food contact materials,migration of nickel (6.7 mg/kg - ppm) from stainless steel coffee pots from India
1210,information,07/12/2007,11/12/2007,2007.CVR,Italy,food,food contact materials,migration of chromium (5.51 mg/kg - ppm) from stainless steel knives from Japan
1211,alert,05/12/2007,20/10/2009,2007.0907,Italy,food,crustaceans and products thereof,cadmium (6.91 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1212,alert,04/12/2007,05/12/2007,2007.0903,Italy,food,crustaceans and products thereof,cadmium (4.98 mg/kg - ppm) in crabs (Cancer pagurus) from France
1213,alert,03/12/2007,05/05/2008,2007.0896,Italy,food,crustaceans and products thereof,cadmium (5.89 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1214,alert,30/11/2007,03/01/2008,2007.0895,Italy,food,crustaceans and products thereof,cadmium (13.1 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1215,information,30/11/2007,03/12/2007,2007.CTH,Spain,food,fish and fish products,mercury (1.7 mg/kg - ppm) in frozen mako shark from Senegal
1216,information,29/11/2007,30/11/2007,2007.CSX,Spain,food,fish and fish products,mercury (1.5 mg/kg - ppm) in sword fish (Xiphias gladius) from Namibia
1217,information,29/11/2007,29/11/2007,2007.CTD,Italy,food,crustaceans and products thereof,cadmium (8.81 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1218,information,29/11/2007,29/11/2007,2007.CSW,Poland,food,food contact materials,migration of cadmium (6.87 mg/l) from ceramic soup plates from Poland
1219,information,28/11/2007,05/12/2007,2007.CSR,Italy,food,crustaceans and products thereof,cadmium (4.44 mg/kg - ppm) in  live crabs (Cancer pagurus) from France
1220,information,27/11/2007,03/12/2007,2007.CSL,Poland,food,food contact materials,migration of cadmium (0.77 mg/l) and of lead (28.0 mg/l) from ceramic plates from China
1221,information,26/11/2007,03/12/2007,2007.CRW,Finland,food,food contact materials,migration of chromium (2.61 <---> 51 mg/dm²) from cheese knives set from China
1222,information,23/11/2007,12/02/2008,2007.CRN,Italy,food,fish and fish products,"mercury (3.13 mg/kg - ppm) in frozen fillets of swordfish (Xiphias gladius) from Spain, via France"
1223,alert,23/11/2007,25/01/2008,2007.0861,Italy,food,fish and fish products,mercury (1.83 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Spain
1224,alert,23/11/2007,12/12/2007,2007.0865,Germany,food,fish and fish products,mercury (2.131 mg/kg - ppm) in and parasitic infestation with tapeworms of fresh swordfish fillets (Xiphias gladius) from Mauritius
1225,alert,23/11/2007,05/12/2007,2007.0869,Italy,food,crustaceans and products thereof,cadmium (2.42 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1226,alert,21/11/2007,05/05/2008,2007.0854,Italy,food,crustaceans and products thereof,cadmium (1.59 mg/kg - ppm) in fresh live crabs (Cancer pagurus) from France
1227,information,21/11/2007,11/03/2008,2007.CQU,Italy,food,fish and fish products,mercury (1.19 mg/kg - ppm) in fresh slices of swordfish (Xiphias gladius) from Spain
1228,alert,21/11/2007,09/01/2008,2007.0855,Belgium,food,fruits and vegetables,lead (between 0.15 and 0.25 mg/kg - ppm) in carrots from the Netherlands
1229,alert,20/11/2007,17/12/2007,2007.0844,Slovakia,food,cereals and bakery products,cadmium (0.267 mg/kg - ppm) in long grain rice from Italy
1230,information,20/11/2007,27/11/2007,2007.CQK,France,food,fish and fish products,"mercury (1,53 mg/kg - ppm) in frozen shark steaks (Hexanchus Griseus) from Brazil"
1231,information,19/11/2007,28/11/2007,2007.CPY,Slovenia,food,food contact materials,migration of nickel (1.58; 10.2 mg/l) and of manganese (0.99; 0.55 mg/l) from hip flask from China
1232,information,16/11/2007,05/05/2008,2007.CPL,Italy,food,crustaceans and products thereof,cadmium (5.96 mg/kg - ppm) in fresh crabs (Cancer pagurus) from France
1233,information,16/11/2007,20/11/2007,2007.CPQ,Finland,food,"dietetic foods, food supplements, fortified foods",lead (76 mg/kg - ppm) and mercury (3010; 51 mg/kg - ppm) in ayurvedic food supplements from India
1234,information,13/11/2007,19/11/2007,2007.COO,Spain,food,fruits and vegetables,arsenic (21.4 mg/kg - ppm) in seaweed from China
1235,alert,12/11/2007,18/02/2008,2007.0818,Italy,food,crustaceans and products thereof,"cadmium (6.1 mg/kg - ppm) in live crabs (Cancer pagurus) from Ireland, via France"
1236,information,09/11/2007,14/11/2007,2007.CNY,Italy,food,food contact materials,migration of nickel (0.15 mg/dm²) from toaster from China (Hong Kong)
1237,information,08/11/2007,21/02/2008,2007.CNW,Finland,food,food contact materials,"migration of nickel (3,44 <-->-4,05 mg/dm²) from silver plated tray from China (Hong Kong)"
1238,information,08/11/2007,30/11/2007,2007.CNU,Italy,food,crustaceans and products thereof,"cadmium (2.3 mg/kg - ppm) in live crabs (Cancer pagurus) from Ireland, via France"
1239,information,07/11/2007,07/11/2007,2007.CNL,Italy,food,bivalve molluscs and products thereof,cadmium (1.68 mg/kg - ppm) and lead (3.48 mg/kg - ppm) in fresh live mussels (Modiola barbata) from Greece
1240,information,05/11/2007,24/06/2013,2007.CMH,Italy,food,food contact materials,migration of chromium (3.57; 6.87; 3.24 mg/kg - ppm) and too high level of overall migration (20.7; 32.9; 24.3 mg/dm²) from stainless steel knives from China
1241,information,05/11/2007,15/04/2008,2007.CMQ,Spain,food,fish and fish products,mercury (1.9 mg/kg - ppm) in frozen shortfin mako (Isurus oxyrinchus) from Uruguay
1242,alert,05/11/2007,09/11/2007,2007.0794,Slovakia,food,cereals and bakery products,cadmium (0.286 mg/kg - ppm) in oat flakes from the Slovak Republic
1243,alert,29/10/2007,21/06/2010,2007.0783,Italy,food,fish and fish products,mercury (2.27 mg/kg - ppm) in frozen blue shark fillets from Spain
1244,alert,29/10/2007,10/03/2008,2007.0785,Italy,food,fish and fish products,mercury (1.30 mg/kg - ppm) in frozen swordfish (Xiphias gladius) fillets from Spain
1245,information,26/10/2007,08/11/2007,2007.CLS,Slovenia,food,food contact materials,migration of nickel (0.42 mg/l) from metal flask from China
1246,information,26/10/2007,29/10/2007,2007.CLR,Slovenia,food,food contact materials,"migration of chromium (0.13 mg/l) and of nickel (0.14 mg/l) from stainless steel coffee mug from China (Hong Kong), via Croatia"
1247,information,25/10/2007,25/10/2007,2007.CLJ,Italy,food,bivalve molluscs and products thereof,cadmium (1.7 mg/kg - ppm) and lead (3.19 mg/kg - ppm) in live mussels (Modiola barbata) from Greece
1248,alert,24/10/2007,22/12/2009,2007.0767,Italy,food,fish and fish products,mercury (1.5 mg/kg - ppm) in fresh swordfish (Xiphias gladius) from Spain
1249,information,19/10/2007,18/06/2010,2007.CKE,France,food,fish and fish products,mercury (1.44 mg/kg - ppm) in spiny dogfish (Squalus acanthias) from the United States
1250,information,19/10/2007,08/11/2007,2007.CKH,Italy,food,food contact materials,migration of chromium (0.02 mg/l) and of nickel (4.54 mg/l) from steel whisk from China
1251,information,19/10/2007,22/10/2007,2007.CKC,Finland,food,food contact materials,"migration of cadmium (0,11-0,14 mg/dm²) from dinner set from China"
1252,information,16/10/2007,15/04/2008,2007.CJO,Spain,food,fish and fish products,mercury (1.9 mg/kg - ppm) in shortfin mako (Isurus oxyrinchus) from Uruguay
1253,information,12/10/2007,20/04/2012,2007.CJF,France,food,fish and fish products,mercury (1.69 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Vietnam
1254,information,12/10/2007,11/03/2008,2007.CIV,Finland,food,food contact materials,migration of nickel (12; 64 mg/dm²) from metal cake server and metal garlic press from China (Hong Kong)
1255,information,12/10/2007,30/01/2008,2007.CIU,Belgium,food,fish and fish products,mercury (2.1 mg/kg - ppm) in frozen striped marlin fillet (Tetrapturus mitsukurii) from Indonesia
1256,information,12/10/2007,19/10/2007,2007.CIW,Belgium,food,"dietetic foods, food supplements, fortified foods",cadmium (Maca 996 µg/kg - ppb) and lead (garlic 2314; Ginkgo Biloba 3202; St. Johns Wort 73870 µg/kg - ppb) in herbal food supplements from Switzerland
1257,information,10/10/2007,12/10/2007,2007.CIG,Spain,food,crustaceans and products thereof,cadmium (1.43 mg/kg - ppm) in frozen raw whole Endeavour prawns from Australia
1258,information,08/10/2007,18/06/2010,2007.CHT,France,food,fish and fish products,mercury (1.95 mg/kg - ppm) in frozen mako shark (Isurus glaucus) from Senegal
1259,alert,08/10/2007,06/11/2007,2007.0723,Germany,food,fish and fish products,mercury (1.596 mg/kg - ppm) in vacuum packed marlin (Makaira mazara) from Sri Lanka
1260,alert,05/10/2007,07/12/2007,2007.0722,Greece,food,fish and fish products,"cadmium (0.14 mg/kg - ppm) in sardines in tomato sauce from the Philippines, via Italy"
1261,alert,02/10/2007,09/10/2007,2007.0691,Italy,food,fish and fish products,mercury (3.2 mg/kg - ppm) in smoked sliced blue marlin (Makaira mazara) from Denmark
1262,information,02/10/2007,03/10/2007,2007.CGR,Italy,food,herbs and spices,cadmium (0.113 mg/kg - ppm) and lead (0.6 mg/kg - ppm) in aromatic herbs (Arthemisia absinthium) from Serbia
1263,information,28/09/2007,23/10/2007,2007.CFX,Spain,food,crustaceans and products thereof,cadmium (1.12 mg/kg - ppm) in frozen whole prawns from Australia
1264,information,28/09/2007,09/10/2007,2007.CFU,Spain,food,fruits and vegetables,arsenic (25.3 mg/kg - ppm) in roasted seaweed from China
1265,alert,24/09/2007,06/11/2007,2007.0672,Germany,food,fish and fish products,mercury (1.26 mg/kg - ppm) in and parasitic infestation of swordfish (Xiphias gladius) from Sri Lanka
