,classification,date_case,date_last_change,reference,country,type,category,subject
994,information,21/04/2009,21/04/2009,2009.0502,Italy,food,crustaceans and products thereof,cadmium (11.38 mg/kg - ppm) in chilled crabs (Cancer pagurus) from France
995,information,17/04/2009,17/04/2009,2009.0492,Italy,food,crustaceans and products thereof,cadmium (6.95 mg/kg - ppm) in chilled crabs (Cancer pagurus) from France
996,border rejection,16/04/2009,18/05/2011,2009.ATN,Poland,food,fruits and vegetables,lead (0.33 mg/kg - ppm) in fresh onions from Ukraine
997,information,14/04/2009,20/04/2009,2009.0474,Italy,food,crustaceans and products thereof,cadmium (2.6 mg/kg - ppm) in crab (Cancer pagurus) from France
998,information,09/04/2009,09/04/2009,2009.0450,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas: 19.67 mg/kg - ppm) in live crabs (Cancer pagurus) from France
999,border rejection,08/04/2009,21/04/2009,2009.ARR,Italy,food,fruits and vegetables,arsenic (19; 21; 40 mg/kg - ppm) in dried roasted seaweed from the Republic of Korea
1000,information,07/04/2009,21/04/2009,2009.0439,Italy,food,crustaceans and products thereof,cadmium (31.18 mg/kg - ppm) in live crabs (Cancer pagurus) from Jersey
1001,information,07/04/2009,07/04/2009,2009.0438,Italy,food,crustaceans and products thereof,cadmium (17.72 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1002,information,03/04/2009,03/04/2009,2009.0427,Italy,food,crustaceans and products thereof,cadmium (0.9 mg/kg - ppm) in crabs (cancer Pagurus) from France
1003,alert,02/04/2009,18/06/2010,2009.0421,Belgium,food,fish and fish products,mercury (4.32; 1.83 mg/kg - ppm) in frozen albacore steaks (Thunnus alalunga) from Vietnam
1004,alert,02/04/2009,07/04/2009,2009.0422,Italy,food,fish and fish products,"mercury (1.63 mg/kg - ppm) in swordfish (Xiphias gladius) from Poland, via Denmark"
1005,information,01/04/2009,01/04/2009,2009.0411,Italy,food,crustaceans and products thereof,cadmium (2.7 mg/kg - ppm) in crabs (cancer pagurus) from France
1006,alert,31/03/2009,20/04/2009,2009.0401,Italy,food,fish and fish products,mercury (3.931 mg/kg - ppm) in smoked marlin from Denmark
1007,information,26/03/2009,11/01/2010,2009.0358,Italy,food,crustaceans and products thereof,cadmium (23.74 mg/kg - ppm) in whole live crab (Cancer pagurus) from France
1008,alert,26/03/2009,06/04/2009,2009.0359,Italy,food,"cocoa and cocoa preparations, coffee and tea","lead (5.1 mg/kg - ppm) in green tea from China, via Germany"
1009,information,25/03/2009,25/03/2009,2009.0352,Italy,food,crustaceans and products thereof,cadmium (11.50 mg/kg - ppm) in whole live crab (Cancer pagurus) from France
1010,information,24/03/2009,20/04/2012,2009.0351,Italy,food,fish and fish products,"mercury (1.86 mg/kg - ppm) in defrosted swordfish fillets processed in the Netherlands, with raw material from Vietnam"
1011,information,23/03/2009,30/03/2009,2009.0344,Italy,food,crustaceans and products thereof,cadmium (25.01 mg/kg - ppm) in whole live crab (Cancer pagurus) from France
1012,information,23/03/2009,30/03/2009,2009.0343,Italy,food,crustaceans and products thereof,cadmium (32.50 mg/kg - ppm) in whole live crab (Cancer pagurus) from France
1013,alert,23/03/2009,30/03/2009,2009.0345,Italy,food,fish and fish products,mercury (1.30 mg/kg - ppm) in black marlin (Mkaira indica) from Denmark
1014,alert,20/03/2009,20/04/2012,2009.0332,Italy,food,fish and fish products,"mercury (1.7 mg/kg - ppm) in vacuum packed swordfish fillets (Xiphias gladius) from Vietnam, via the Netherlands"
1015,information,20/03/2009,11/08/2010,2009.0329,Italy,food,fish and fish products,mercury (2.20 mg/kg - ppm) in smoothhound shark (Mustelus mustelus) from Croatia
1016,alert,19/03/2009,30/09/2014,2009.0325,Germany,food,fruits and vegetables,tin (910 mg/kg - ppm) in canned olives filled with lemon paste  via Spain
1017,border rejection,19/03/2009,15/04/2011,2009.AON,Slovenia,food,fruits and vegetables,cadmium (1.5 mg/kg - ppm) in dried shitake mushrooms (Lentinula edodes) from China
1018,alert,19/03/2009,30/11/2010,2009.0326,Italy,food,fish and fish products,mercury (1.3 mg/kg - ppm) in chilled red tuna (Thunnus thynnus) from Spain
1019,border rejection,13/03/2009,20/03/2009,2009.ANJ,Germany,food,cephalopods and products thereof,cadmium (1.45 mg/kg - ppm) in frozen whole cleaned cuttlefish (Sepia spp.) from India
1020,alert,11/03/2009,25/11/2009,2009.0294,Italy,food,fish and fish products,"mercury (3.26 mg/kg - ppm) in kitefin shark (Dalatias licha) from Panama, via Spain"
1021,information,06/03/2009,30/11/2010,2009.0279,Italy,food,fish and fish products,mercury (1.27 µg/kg - ppb) in red tuna (Thunnus thynnus) from Spain
1022,information,05/03/2009,07/01/2015,2009.0267,United Kingdom,food,"dietetic foods, food supplements, fortified foods",arsenic (5.9 mg/kg - ppm) and too high content of sulphite in food supplement from France
1023,border rejection,04/03/2009,30/09/2014,2009.ALT,Finland,food,fruits and vegetables,tin (224; 221 mg/kg - ppm) in canned pineapple in natural juice from Thailand
1024,alert,02/03/2009,20/04/2012,2009.0256,Italy,food,fish and fish products,"mercury (1.32 mg/kg - ppm) in vacuum packed defrosted swordfish (Xiphias Gladius) from Vietnam, via the Netherlands"
1025,information,02/03/2009,23/06/2010,2009.0250,France,food,fish and fish products,mercury (0.979 mg/kg - ppm) in fresh barracuda without skin (Spheraena spp) from India
1026,border rejection,26/02/2009,28/04/2009,2009.ALA,Italy,food,fruits and vegetables,arsenic (28 mg/kg - ppm) in dried seaweed from China
1027,border rejection,20/02/2009,30/09/2014,2009.AJL,Finland,food,fruits and vegetables,tin (295 mg/kg - ppm) in canned pineapple in light syrup from Thailand
1028,alert,20/02/2009,26/06/2009,2009.0217,Italy,food,fish and fish products,mercury (1.36 mg/kg - ppm) in frozen boneless skinless swordfish loins (Xiphias Gladius) from Spain
1029,information,20/02/2009,25/03/2009,2009.0216,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas: 6; 5 mg/kg - ppm) in crab (Cancer pagurus) from France
1030,alert,19/02/2009,23/06/2010,2009.0212,France,food,fish and fish products,"mercury (0,765 mg/kg - ppm) in chilled Nile perch (Lates niloticus) from Uganda"
1031,information,11/02/2009,11/02/2009,2009.0176,Italy,food,fish and fish products,mercury (1.78 mg/kg - ppm) in defrosted swordfish from the Netherlands
1032,alert,09/02/2009,28/01/2010,2009.0160,Commission Services,food,fish and fish products,mercury (2.5 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Portugal
1033,border rejection,06/02/2009,05/08/2009,2009.AHN,Spain,food,cephalopods and products thereof,cadmium (1.42 / 1.1 mg/kg - ppm) in frozen whole cleaned cuttlefish skewer from Thailand
1034,border rejection,04/02/2009,30/09/2014,2009.AGP,Greece,food,fruits and vegetables,tin (192 mg/kg - ppm) in canned pineapple in light syrup from Thailand
1035,border rejection,03/02/2009,04/01/2011,2009.AFY,Spain,food,fish and fish products,mercury (1.5 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Namibia
1036,border rejection,03/02/2009,04/01/2011,2009.AFT,Spain,food,fish and fish products,mercury (1.3 mg/kg - ppm) in shortfin mako (Isurus oxyrinchus) from Namibia
1037,information,28/01/2009,18/06/2010,2009.0094,Cyprus,food,fish and fish products,mercury (0.83 mg/kg - ppm) in fresh fish from Egypt
1038,information,27/01/2009,11/02/2009,2009.0086,Germany,food,"dietetic foods, food supplements, fortified foods","mercury (33.89; 83; 19.67 mg/kg - ppm) in dietary supplement containing herbs from India, via the United Kingdom"
1039,information,21/01/2009,02/04/2009,2009.0061,Italy,food,fish and fish products,"mercury (3.2 mg/kg - ppm) in chilled fillets of swordfish (Xiphias gladius) from Vietnam, via the Netherlands"
1040,information,15/01/2009,19/03/2009,2009.0041,Czech Republic,food,meat and meat products (other than poultry),"chromium (41.5 mg/kg - ppm) in gelatine from China, via Germany"
1041,alert,14/01/2009,26/02/2009,2009.0039,United Kingdom,food,"dietetic foods, food supplements, fortified foods","arsenic (12 mg/kg - ppm), lead (3.8 mg/kg - ppm) and thallium (1.4 mg/kg - ppm) in mineral supplement drink from Austria"
1042,information,14/01/2009,14/01/2009,2009.0038,United Kingdom,food,fish and fish products,mercury (2.25 mg/kg dry matter) in chilled salted raw shark from China
1043,alert,09/01/2009,05/02/2009,2009.0018,Italy,food,fish and fish products,mercury (1.37 mg/kg - ppm) in frozen blue shark (Prionace glauca) fillets from Spain
1044,alert,06/01/2009,30/09/2014,2009.0012,Germany,food,fruits and vegetables,lead (0.176; 0.172; 0.166 mg/kg - ppm) and tin (702; 767; 815 mg/kg - ppm) in canned stuffed olives from Spain
1045,alert,02/01/2009,20/02/2009,2009.0001,Italy,food,fish and fish products,mercury (3.01 mg/kg - ppm) in smoked swordfish from Denmark
1046,information,31/12/2008,18/06/2010,2008.1710,France,food,cephalopods and products thereof,cadmium (1.37 mg/kg - ppm) in frozen whole cleaned octopus (Octopus membranaceus) from India
1047,alert,19/12/2008,31/03/2011,2008.1668,Italy,food,fruits and vegetables,"cadmium (2.3 mg/kg - ppm) in dried mushrooms (Boletus edulis) from China, via Italy"
1048,information,19/12/2008,13/11/2009,2008.1664,Italy,food,fish and fish products,mercury (2.257 mg/kg - ppm) in chilled shark (Dalatias licha) fillets from France
1049,information,18/12/2008,22/06/2010,2008.1644,Poland,food,fish and fish products,cadmium (0.21 mg/kg - ppm) in tuna chunks in brine from Côte d'Ivoire
1050,alert,18/12/2008,23/01/2009,2008.1645,Italy,food,fish and fish products,mercury (1.3 mg/kg - ppm) in frozen swordfish fillets from Spain
1051,alert,16/12/2008,16/02/2009,2008.1629,Italy,food,fish and fish products,mercury (2.2 mg/kg - ppm) in smoked swordfish from Denmark
1052,border rejection,15/12/2008,18/06/2010,2008.BZO,Germany,food,cephalopods and products thereof,cadmium (1.3 mg/kg - ppm) in octopus (Octopus spp.) in vegetable oil from Indonesia
1053,information,12/12/2008,18/06/2010,2008.1614,Portugal,food,cephalopods and products thereof,cadmium (1.17 mg/kg - ppm) in frozen cuttlefish from India
1054,information,11/12/2008,25/03/2009,2008.1604,Italy,food,crustaceans and products thereof,cadmium (0.68 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1055,border rejection,09/12/2008,30/09/2014,2008.BYO,Finland,food,fruits and vegetables,"tin (from 250 to 445 mg/kg - ppm) in canned sliced and crushed pineapple in own juice from Thailand, via Germany"
1056,information,09/12/2008,18/03/2009,2008.1594,Spain,food,fish and fish products,mercury (5.8 mg/kg - ppm) in frozen frigate mackerel and frigate tuna from Spain
1057,border rejection,05/12/2008,10/03/2010,2008.BXX,Italy,food,fruits and vegetables,arsenic (33 mg/kg - ppm) in dried seaweed from China
1058,border rejection,05/12/2008,05/12/2008,2008.BXW,Italy,food,fruits and vegetables,arsenic (18 mg/kg - ppm) in dried seaweed from China
1059,information,03/12/2008,23/12/2008,2008.1566,Spain,food,fish and fish products,mercury (2.3 mg/kg - ppm) in piked dogfish (Squalus acanthias) from Spain
1060,alert,27/11/2008,08/01/2009,2008.1515,Italy,food,fish and fish products,mercury (1.9 mg/kg - ppm) in frozen mako shark (Isurus oxyrinchus) from Spain
1061,alert,26/11/2008,19/05/2009,2008.1505,Austria,food,fish and fish products,mercury (2.2 mg/kg - ppm) in frozen swordfish fillets from unknown origin
1062,alert,26/11/2008,09/01/2009,2008.1504,Italy,food,fish and fish products,mercury (1.2 mg/kg - ppm) in frozen smoked swordfish from Denmark
1063,alert,26/11/2008,02/12/2008,2008.1507,Romania,food,fruits and vegetables,lead (1.94; 0.92 mg/kg - ppm) in celeriac from the Netherlands
1064,border rejection,25/11/2008,25/11/2008,2008.BVU,Italy,food,fruits and vegetables,arsenic (11 mg/kg - ppm) in seaweed from China
1065,information,20/11/2008,10/12/2008,2008.1473,Italy,food,"cocoa and cocoa preparations, coffee and tea","lead (2.5; 2.7 mg/kg - ppm) in green tea from China, via Belgium"
1066,alert,19/11/2008,18/05/2009,2008.1462,Italy,food,fish and fish products,mercury (1.3 mg/kg - ppm) in frozen swordfish fillets from Spain
1067,alert,11/11/2008,30/09/2014,2008.1420,Germany,food,fruits and vegetables,lead (0.19 mg/kg - ppm) and tin (722 mg/kg - ppm) in canned olives stuffed with spicy chilli paste from Spain
1068,alert,11/11/2008,11/12/2008,2008.1416,Slovenia,food,cereals and bakery products,"lead (0.52 mg/kg - ppm) in buckwheat flour from Slovenia, with raw material from China, via the Netherlands and via Austria"
1069,alert,10/11/2008,26/11/2008,2008.1409,Germany,food,"dietetic foods, food supplements, fortified foods",high content of zinc (165.5 mg/kg - ppm) in strawberry flavoured food supplement from Luxembourg
1070,information,10/11/2008,21/11/2008,2008.1411,France,food,fish and fish products,mercury (1.204 mg/kg - ppm) in frozen marlin from Vietnam
1071,information,31/10/2008,05/01/2011,2008.1369,Italy,food,fish and fish products,mercury (2.02 mg/kg - ppm) in fresh chilled greater amberjack (Seriola dumerili ) from Croatia
1072,border rejection,30/10/2008,26/05/2010,2008.BRQ,France,food,fish and fish products,cadmium (0.060 mg/kg - ppm) in frozen bichique (Sicyopterus lagocephalus) from Indonesia
1073,alert,28/10/2008,24/11/2008,2008.1337,Italy,food,fish and fish products,mercury (1.65 mg/kg - ppm) in slices of frozen swordfish from Spain
1074,alert,24/10/2008,19/03/2009,2008.1314,Italy,food,"cocoa and cocoa preparations, coffee and tea","lead (5.6; 5.8 mg/kg - ppm) in green tea from China, via France"
1075,alert,23/10/2008,02/01/2009,2008.1303,Italy,food,fish and fish products,mercury (1.41 mg/kg - ppm) in frozen mako shark (Isurus oxyrinchus) from Spain
1076,information,23/10/2008,25/11/2008,2008.1311,Italy,food,fish and fish products,mercury (1.46 mg/kg - ppm) in frozen mako shark (Isurus oxyrinchus) from Spain
1077,information,22/10/2008,23/02/2009,2008.1300,Spain,food,fish and fish products,mercury (1.5 mg/kg - ppm) in frozen vacuum packed swordfish loins (Xiphias gladius) from Spain
1078,alert,21/10/2008,31/10/2008,2008.1295,Italy,food,fish and fish products,mercury (2.71 mg/kg - ppm) in smoked sliced swordfish (Xiphias gladius) from Denmark
1079,alert,20/10/2008,10/12/2008,2008.1288,Italy,food,fish and fish products,mercury (1.97 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Spain
1080,information,20/10/2008,20/10/2008,2008.1286,Belgium,food,fruits and vegetables,cadmium (0.24; 0.196 mg/kg - ppm) in green celery from Belgium
1081,alert,17/10/2008,18/05/2009,2008.1276,Italy,food,fish and fish products,mercury (1.54 mg/kg - ppm) in frozen swordfish (Xiphias gladius) fillets from Spain
1082,information,17/10/2008,17/10/2008,2008.1281,France,food,fish and fish products,"mercury (2.73 mg/kg - ppm) in fresh shark porbeagle (Alopia vulpinus) from the United Kingdom, via France"
1083,information,14/10/2008,09/04/2010,2008.1249,Germany,food,fish and fish products,mercury (1.20 mg/kg - ppm) in chilled swordfish fillets (Xiphias gladius) from Brazil
1084,information,14/10/2008,09/04/2010,2008.1250,Germany,food,fish and fish products,mercury (1.15 mg/kg - ppm) in chilled swordfish fillets (Xiphias gladius) from Brazil
1085,alert,13/10/2008,23/02/2009,2008.1242,Italy,food,fish and fish products,mercury (1.993 mg/kg - ppm) in sliced swordfish (Xiphias gladius) from Spain
1086,alert,02/10/2008,23/10/2008,2008.1176,Italy,food,fish and fish products,mercury (2.48 mg/kg - ppm) in frozen mako shark  (Isurus oxyrinchus) from Spain
1087,information,02/10/2008,16/10/2008,2008.1179,France,food,fish and fish products,mercury (1.051 mg/kg - ppm) in frozen silk snapper (Lutjanus vivanus) from Senegal
1088,information,02/10/2008,02/10/2008,2008.1170,France,food,fish and fish products,cadmium (2.0 mg/kg - ppm) and mercury (2.4 mg/kg - ppm) in swordfish from Spain
1089,information,01/10/2008,18/06/2010,2008.1168,Italy,food,fish and fish products,mercury (2.18 mg/kg - ppm) in frozen swordfish fillets (Xiphias gladius) from Vietnam
1090,border rejection,01/10/2008,08/10/2008,2008.BNS,Italy,food,cephalopods and products thereof,cadmium (2.49 mg/kg - ppm) in frozen whole cuttlefish from Thailand
1091,border rejection,30/09/2008,18/06/2010,2008.BNI,Italy,food,fish and fish products,mercury (1.9 mg/kg - ppm) in frozen swordfish fillets from Vietnam
1092,alert,30/09/2008,16/10/2008,2008.1162,Belgium,food,"dietetic foods, food supplements, fortified foods","arsenic (2.9 mg/kg - ppm) in food supplement manufactured in Austria, processed in Belgium"
1093,border rejection,25/09/2008,06/10/2008,2008.BMU,Spain,food,fish and fish products,mercury (2.2 mg/kg - ppm) in frozen hammerhead shark (Sphyrna zygaena) from Japan
1094,alert,24/09/2008,29/04/2009,2008.1136,Italy,food,fish and fish products,mercury (1.4 mg/kg - ppm) in swordfish slices from Spain
1095,border rejection,23/09/2008,06/10/2008,2008.BMD,Spain,food,fruits and vegetables,arsenic (9.349 mg/kg - ppm) in algae from the United States
1096,information,22/09/2008,31/08/2011,2008.1114,Italy,food,crustaceans and products thereof,cadmium (13.53 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1097,alert,19/09/2008,18/06/2010,2008.1106,Germany,food,cephalopods and products thereof,"cadmium (1.25; 1.59 mg/kg - ppm) in cleaned glazed deepfrozen cuttlefish skewer from Vietnam, via Belgium"
1098,alert,15/09/2008,05/11/2008,2008.1092,Italy,food,"cocoa and cocoa preparations, coffee and tea","lead (4.0 mg/kg - ppm) in Chinese green tea from China, via France"
1099,alert,11/09/2008,01/10/2008,2008.1085,United Kingdom,food,fish and fish products,cadmium (0.091 mg/kg - ppm) in frozen baby shark fillets (Mustellus spp) from Oman
1100,information,05/09/2008,05/01/2011,2008.1069,Ireland,food,fish and fish products,"mercury (3.46 mg/kg - ppm) in marlin (Makaira Spp.) from Sri Lanka, via the United Kingdom"
1101,border rejection,03/09/2008,11/09/2008,2008.BJN,Spain,food,cephalopods and products thereof,cadmium (1.35 mg/kg - ppm) in frozen octopus from India
1102,information,27/08/2008,02/09/2008,2008.1031,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas: 3.73 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1103,alert,25/08/2008,06/10/2010,2008.1026,Italy,food,"cocoa and cocoa preparations, coffee and tea","lead (4.35 mg/kg - ppm) in green tea from China, via Belgium"
1104,information,25/08/2008,10/11/2008,2008.1027,Italy,food,"cocoa and cocoa preparations, coffee and tea","lead (3.01 mg/kg - ppm) in green tea from China, via France"
1105,border rejection,21/08/2008,25/08/2008,2008.BIM,Spain,food,fish and fish products,mercury (2.1 mg/kg - ppm) in shortfin mako (Isurus oxyrinchus) from Namibia
1106,information,20/08/2008,09/10/2008,2008.1009,Italy,food,"cocoa and cocoa preparations, coffee and tea","lead (2.44 mg/kg - ppm) in green tea from China, via Belgium"
1107,information,13/08/2008,09/04/2010,2008.0991,France,food,fish and fish products,mercury (3.451 mg/kg - ppm) in chilled swordfish (Xiphias gladius) from Brazil
1108,information,08/08/2008,08/11/2010,2008.0982,Spain,food,fish and fish products,cadmium (0.4 mg/kg - ppm) and mercury (3.8 mg/kg - ppm) in frozen swordfish from Vietnam
1109,information,08/08/2008,18/06/2010,2008.0979,Italy,food,fish and fish products,mercury (0.8 mg/kg - ppm) in frozen hake fillets (Merluccius hubbsi) from Uruguay
1110,information,07/08/2008,31/08/2011,2008.0965,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas 4.48 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1111,alert,07/08/2008,25/08/2008,2008.0967,Germany,food,fruits and vegetables,"cadmium (0.39 mg/kg - ppm) and too high content of nitrite (21.1 mg/kg - ppm) in frozen leaf spinach from the Netherlands, via Belgium"
1112,border rejection,06/08/2008,20/09/2010,2008.BFO,Italy,food,fruits and vegetables,lead (0.6 mg/kg - ppm) in pickled cabbage with bamboo shoots from China
1113,alert,06/08/2008,23/02/2009,2008.0956,Spain,food,fish and fish products,mercury (2.76 mg/kg - ppm) in packed frozen swordfish from Spain
1114,alert,06/08/2008,03/10/2008,2008.0958,Italy,food,fish and fish products,mercury (2.06 mg/kg - ppm) in frozen slices of swordfish from Spain
1115,border rejection,05/08/2008,29/08/2008,2008.BFL,Italy,food,"cocoa and cocoa preparations, coffee and tea",lead (3 mg/kg - ppm) in green tea from China
1116,border rejection,30/07/2008,05/08/2010,2008.BEV,Cyprus,food,natural mineral water,too high content of chromium (67.2 µg/l) and of boron (6.7 mg/l) in carbonated natural mineral water from Georgia
1117,alert,28/07/2008,18/08/2008,2008.0911,Italy,food,fish and fish products,mercury (2.80 mg/kg - ppm) in smoked marlin fillets from Spain
1118,information,23/07/2008,25/09/2008,2008.0892,Spain,food,fish and fish products,mercury (2.1 mg/kg - ppm) in frozen swordfish from Spain
1119,border rejection,23/07/2008,05/09/2008,2008.BDN,United Kingdom,food,"dietetic foods, food supplements, fortified foods",lead (11.8 mg/kg - ppm) in calabash chalk from Nigeria
1120,information,22/07/2008,16/09/2010,2008.0887,France,food,fish and fish products,mercury (up to 3.77 mg/kg - ppm) in blue marlin (Makaira mazara) from Ecuador
1121,border rejection,22/07/2008,30/07/2008,2008.BCV,Spain,food,fish and fish products,mercury (0.9 mg/kg - ppm) in pink cusk-eel (Genypterus blacodes) from New Zealand
1122,border rejection,17/07/2008,18/06/2010,2008.BCN,France,food,fish and fish products,mercury (1.621 mg/kg - ppm) in frozen swordfish cubes from Vietnam
1123,alert,16/07/2008,23/03/2009,2008.0859,Spain,food,fish and fish products,mercury (1.9 mg/kg - ppm) in sliced frozen mako shark from Spain
1124,information,16/07/2008,25/08/2008,2008.0858,Spain,food,fish and fish products,mercury (2.5 mg/kg - ppm) in frozen swordfish fillets from Spain
1125,alert,15/07/2008,30/09/2014,2008.0850,Slovakia,food,fruits and vegetables,"tin (264.18 mg/kg - ppm) in canned artichoke hearts from Peru, via Germany"
1126,information,15/07/2008,18/06/2010,2008.0856,Portugal,food,cephalopods and products thereof,cadmium (2.5 mg/kg - ppm) in frozen cleaned whole cuttlefish from India
1127,information,14/07/2008,18/06/2010,2008.0842,Germany,food,fish and fish products,mercury (2.067 mg/kg - ppm) in chilled tuna from Ecuador
1128,information,14/07/2008,23/02/2009,2008.0847,Spain,food,fish and fish products,mercury (2.1 mg/kg - ppm) in sliced frozen swordfish from Spain
1129,border rejection,04/07/2008,11/07/2008,2008.BBE,Spain,food,fish and fish products,mercury (0.87 mg/kg - ppm) in grouper (Epinephelus spp) from Algeria
1130,alert,30/06/2008,18/08/2008,2008.0771,Italy,food,fish and fish products,mercury (1.9 mg/kg - ppm) in frozen marlin fillets (Makaira spp) from Spain
1131,border rejection,27/06/2008,14/07/2008,2008.AZW,Greece,food,natural mineral water,too high content of chromium (78.2 µg/l) and of boron (7.2 µg/l) in carbonated natural mineral water from Georgia
1132,information,25/06/2008,16/02/2009,2008.0750,Spain,food,fish and fish products,mercury (2.1 mg/kg - ppm) in frozen dogfish fillets (Scyliorhinus canicula) from Spain
1133,information,24/06/2008,23/07/2010,2008.0743,Italy,food,"cocoa and cocoa preparations, coffee and tea",lead (5.5 mg/kg - ppm) in green tea from China
1134,border rejection,24/06/2008,23/04/2010,2008.AZJ,Italy,food,fish and fish products,mercury (0.7 mg/kg - ppm) in frozen gutted whole red snapper (Lutjanus Sp) from Indonesia
1135,information,24/06/2008,06/01/2009,2008.0748,Spain,food,fish and fish products,mercury (3.3 mg/kg - ppm) in frozen slices of dogfish from Spain
1136,information,18/06/2008,06/08/2010,2008.0718,France,food,fish and fish products,cadmium (0.191 mg/kg - ppm) in fresh tuna from Sri Lanka
1137,information,18/06/2008,18/06/2010,2008.0720,France,food,fish and fish products,mercury (1.117 mg/kg - ppm) in fresh tuna from Tunisia
1138,information,18/06/2008,15/07/2008,2008.0727,Italy,food,fish and fish products,mercury (2.09 mg/kg - ppm) in chilled shark (Ginglymostoma cirratum ) from Spain
1139,information,17/06/2008,18/06/2010,2008.0711,Italy,food,fish and fish products,mercury (1.15 mg/kg - ppm) in chilled grouper (Epinephelus spp.) from Tunisia
1140,information,16/06/2008,16/06/2008,2008.0707,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas 8 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1141,information,16/06/2008,16/06/2008,2008.0709,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas 0.7 mg/kg - ppm) in live crabs (Maja squinado) from France
1142,information,11/06/2008,23/01/2009,2008.0690,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas 1.2 mg/kg - ppm) in live crabs (Cancer pagurus) from France
1143,alert,11/06/2008,16/07/2008,2008.0681,France,food,non-alcoholic beverages,"lead (0.18 mg/kg - ppm) in pomegranate juice from Iran, dispatched from the Netherlands"
1144,information,11/06/2008,11/06/2008,2008.0688,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas 16.7; 12.3 mg/kg - ppm) in live crabs (Maya squinado and Cancer pagurus) from France
1145,border rejection,10/06/2008,23/06/2010,2008.AWY,Latvia,food,natural mineral water,arsenic (39.1 µg/kg - ppb) in natural mineral water from Armenia
1146,alert,10/06/2008,18/06/2010,2008.0678,Germany,food,bivalve molluscs and products thereof,cadmium (1.3 - 1.78 mg/kg - ppm) in frozen cleaned blood clams (Tegillarca granosa) from Vietnam
1147,information,30/05/2008,02/06/2008,2008.0632,Italy,food,crustaceans and products thereof,cadmium (1.8 (including hepatopancreas) mg/kg - ppm) in crabs (cancer pagurus) from France
1148,alert,29/05/2008,21/10/2008,2008.0626,Italy,food,fish and fish products,mercury (1.7 mg/kg - ppm) in frozen sliced swordfish (Xiphias gladius) from Spain
1149,border rejection,27/05/2008,16/06/2008,2008.AUH,Spain,food,"dietetic foods, food supplements, fortified foods",arsenic (1.54 mg/kg - ppm) in spirulina tablets from China
1150,information,27/05/2008,27/05/2008,2008.0617,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas: 1.1 mg/kg - ppm) in crabs (Maja squinado) from France
1151,information,26/05/2008,27/05/2008,2008.0611,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas: 3.6; 4.2 mg/kg - ppm) in crabs (Cancer pagurus) from France
1152,information,23/05/2008,27/05/2008,2008.0602,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas: 3.0 mg/kg - ppm) in crabs (Cancer pagurus) from France
1153,information,23/05/2008,27/05/2008,2008.0603,Italy,food,crustaceans and products thereof,cadmium (including hepatopancreas: 1.5 mg/kg - ppm) in crabs (Maja squinado) from France
1154,information,13/05/2008,07/07/2010,2008.0557,Belgium,food,fruits and vegetables,"lead (0.35; 0.39 mg/kg - ppm) in frozen blueberry from Canada, via the Netherlands"
1155,information,13/05/2008,16/06/2008,2008.0558,Spain,food,fish and fish products,mercury (2.5 mg/kg - ppm) in frozen swordfish from Spain
1156,information,13/05/2008,10/06/2008,2008.0556,Spain,food,fish and fish products,mercury (2.5 mg/kg - ppm) in frozen sliced dogfish from unknown origin
1157,information,06/05/2008,06/05/2008,2008.0523,Spain,food,fish and fish products,mercury (2.3; 3.0 mg/kg - ppm) in frozen swordfish from Spain
1158,alert,05/05/2008,17/04/2009,2008.0514,Italy,food,crustaceans and products thereof,"cadmium (0.95 mg/kg - ppm) in crab meat (Cancer pagurus) from the United Kingdom, dispatched from France"
1159,information,29/04/2008,05/10/2010,2008.0488,Italy,food,fish and fish products,mercury (1.4 mg/kg - ppm) in blue shark (Prionace glauca) from Vietnam
1160,alert,21/04/2008,17/05/2010,2008.0449,Italy,food,fish and fish products,mercury (2.66 mg/kg - ppm) in frozen swordfish fillets from Singapore
1161,border rejection,18/04/2008,22/06/2010,2008.AQD,Greece,food,fish and fish products,mercury (0.674 mg/kg - ppm) in frozen perch of the Nile from Tanzania
1162,border rejection,18/04/2008,17/05/2010,2008.AQE,Greece,food,cephalopods and products thereof,cadmium (2.644 mg/kg - ppm) in canned squid from Thailand
